ym,region,state,category,gender,total_order,canceled_order,canceled_ratio
2020-12,Midwest,MI,Superstore,F,14,4,28.5714
2020-12,Midwest,MI,"Women's Fashion",F,29,9,31.0345
2020-12,Midwest,MI,"Women's Fashion",M,41,21,51.2195
2020-12,Midwest,MN,Appliances,F,122,57,46.7213
2020-12,Midwest,MN,Appliances,M,212,80,37.7358
2020-12,Midwest,MN,"Beauty & Grooming",F,39,15,38.4615
2020-12,Midwest,MN,"Beauty & Grooming",M,42,23,54.7619
2020-12,Midwest,MN,Computing,F,27,12,44.4444
2020-12,Midwest,MN,Computing,M,10,5,50.0000
2020-12,Midwest,MN,Entertainment,F,94,54,57.4468
2020-12,Midwest,MN,Entertainment,M,79,44,55.6962
2020-12,Midwest,MN,"Health & Sports",F,3,0,0.0000
2020-12,Midwest,MN,"Health & Sports",M,18,12,66.6667
2020-12,Midwest,MN,"Home & Living",F,31,11,35.4839
2020-12,Midwest,MN,"Home & Living",M,46,26,56.5217
2020-12,Midwest,MN,"Kids & Baby",F,12,4,33.3333
2020-12,Midwest,MN,"Kids & Baby",M,11,6,54.5455
2020-12,Midwest,MN,"Men's Fashion",F,126,53,42.0635
2020-12,Midwest,MN,"Men's Fashion",M,113,64,56.6372
2020-12,Midwest,MN,"Mobiles & Tablets",F,240,117,48.7500
2020-12,Midwest,MN,"Mobiles & Tablets",M,173,78,45.0867
2020-12,Midwest,MN,Others,F,3,3,100.0000
2020-12,Midwest,MN,Others,M,15,15,100.0000
2020-12,Midwest,MN,"School & Education",M,1,0,0.0000
2020-12,Midwest,MN,Soghaat,F,3,2,66.6667
2020-12,Midwest,MN,Soghaat,M,7,4,57.1429
2020-12,Midwest,MN,Superstore,F,45,13,28.8889
2020-12,Midwest,MN,Superstore,M,27,19,70.3704
2020-12,Midwest,MN,"Women's Fashion",F,47,22,46.8085
2020-12,Midwest,MN,"Women's Fashion",M,37,18,48.6486
2020-12,Midwest,MO,Appliances,F,149,54,36.2416
2020-12,Midwest,MO,Appliances,M,228,93,40.7895
2020-12,Midwest,MO,"Beauty & Grooming",F,25,9,36.0000
2020-12,Midwest,MO,"Beauty & Grooming",M,44,20,45.4545
2020-12,Midwest,MO,Books,F,2,0,0.0000
2020-12,Midwest,MO,Books,M,1,0,0.0000
2020-12,Midwest,MO,Computing,F,44,32,72.7273
2020-12,Midwest,MO,Computing,M,22,10,45.4545
2020-12,Midwest,MO,Entertainment,F,68,26,38.2353
2020-12,Midwest,MO,Entertainment,M,84,35,41.6667
2020-12,Midwest,MO,"Health & Sports",F,10,3,30.0000
2020-12,Midwest,MO,"Health & Sports",M,15,8,53.3333
2020-12,Midwest,MO,"Home & Living",F,30,11,36.6667
2020-12,Midwest,MO,"Home & Living",M,29,12,41.3793
2020-12,Midwest,MO,"Kids & Baby",F,11,5,45.4545
2020-12,Midwest,MO,"Kids & Baby",M,15,9,60.0000
2020-12,Midwest,MO,"Men's Fashion",F,109,44,40.3670
2020-12,Midwest,MO,"Men's Fashion",M,121,42,34.7107
2020-12,Midwest,MO,"Mobiles & Tablets",F,187,81,43.3155
2020-12,Midwest,MO,"Mobiles & Tablets",M,304,129,42.4342
2020-12,Midwest,MO,Others,M,3,3,100.0000
2020-12,Midwest,MO,"School & Education",F,3,3,100.0000
2020-12,Midwest,MO,"School & Education",M,2,1,50.0000
2020-12,Midwest,MO,Soghaat,F,2,1,50.0000
2020-12,Midwest,MO,Soghaat,M,21,12,57.1429
2020-12,Midwest,MO,Superstore,F,8,3,37.5000
2020-12,Midwest,MO,Superstore,M,32,17,53.1250
2020-12,Midwest,MO,"Women's Fashion",F,31,10,32.2581
2020-12,Midwest,MO,"Women's Fashion",M,57,24,42.1053
2020-12,Midwest,ND,Appliances,F,62,28,45.1613
2020-12,Midwest,ND,Appliances,M,34,19,55.8824
2020-12,Midwest,ND,"Beauty & Grooming",F,7,3,42.8571
2020-12,Midwest,ND,"Beauty & Grooming",M,4,0,0.0000
2020-12,Midwest,ND,Computing,F,13,9,69.2308
2020-12,Midwest,ND,Computing,M,12,7,58.3333
2020-12,Midwest,ND,Entertainment,F,33,15,45.4545
2020-12,Midwest,ND,Entertainment,M,29,18,62.0690
2020-12,Midwest,ND,"Health & Sports",F,4,1,25.0000
2020-12,Midwest,ND,"Health & Sports",M,1,0,0.0000
2020-12,Midwest,ND,"Home & Living",F,12,6,50.0000
2020-12,Midwest,ND,"Home & Living",M,9,3,33.3333
2020-12,Midwest,ND,"Kids & Baby",F,3,0,0.0000
2020-12,Midwest,ND,"Kids & Baby",M,4,2,50.0000
2020-12,Midwest,ND,"Men's Fashion",F,39,16,41.0256
2020-12,Midwest,ND,"Men's Fashion",M,34,8,23.5294
2020-12,Midwest,ND,"Mobiles & Tablets",F,103,46,44.6602
2020-12,Midwest,ND,"Mobiles & Tablets",M,71,25,35.2113
2020-12,Midwest,ND,Superstore,F,4,1,25.0000
2020-12,Midwest,ND,Superstore,M,1,1,100.0000
2020-12,Midwest,ND,"Women's Fashion",F,17,7,41.1765
2020-12,Midwest,ND,"Women's Fashion",M,7,2,28.5714
2020-12,Midwest,NE,Appliances,F,67,26,38.8060
2020-12,Midwest,NE,Appliances,M,98,45,45.9184
2020-12,Midwest,NE,"Beauty & Grooming",F,13,4,30.7692
2020-12,Midwest,NE,"Beauty & Grooming",M,11,3,27.2727
2020-12,Midwest,NE,Books,F,1,1,100.0000
2020-12,Midwest,NE,Computing,F,3,1,33.3333
2020-12,Midwest,NE,Computing,M,14,12,85.7143
2020-12,Midwest,NE,Entertainment,F,21,11,52.3810
2020-12,Midwest,NE,Entertainment,M,38,22,57.8947
2020-12,Midwest,NE,"Health & Sports",F,2,1,50.0000
2020-12,Midwest,NE,"Health & Sports",M,4,3,75.0000
2020-12,Midwest,NE,"Home & Living",F,8,3,37.5000
2020-12,Midwest,NE,"Home & Living",M,11,7,63.6364
2020-12,Midwest,NE,"Kids & Baby",F,3,1,33.3333
2020-12,Midwest,NE,"Kids & Baby",M,5,1,20.0000
2020-12,Midwest,NE,"Men's Fashion",F,59,18,30.5085
2020-12,Midwest,NE,"Men's Fashion",M,78,32,41.0256
2020-12,Midwest,NE,"Mobiles & Tablets",F,89,29,32.5843
2020-12,Midwest,NE,"Mobiles & Tablets",M,145,58,40.0000
2020-12,Midwest,NE,Soghaat,F,1,0,0.0000
2020-12,Midwest,NE,Soghaat,M,2,1,50.0000
2020-12,Midwest,NE,Superstore,M,1,0,0.0000
2020-12,Midwest,NE,"Women's Fashion",F,26,13,50.0000
2020-12,Midwest,NE,"Women's Fashion",M,26,5,19.2308
2020-12,Midwest,OH,Appliances,F,240,95,39.5833
2020-12,Midwest,OH,Appliances,M,169,79,46.7456
2020-12,Midwest,OH,"Beauty & Grooming",F,42,18,42.8571
2020-12,Midwest,OH,"Beauty & Grooming",M,38,21,55.2632
2020-12,Midwest,OH,Books,M,2,1,50.0000
2020-12,Midwest,OH,Computing,F,36,12,33.3333
2020-12,Midwest,OH,Computing,M,65,13,20.0000
2020-12,Midwest,OH,Entertainment,F,78,33,42.3077
2020-12,Midwest,OH,Entertainment,M,78,33,42.3077
2020-12,Midwest,OH,"Health & Sports",F,7,1,14.2857
2020-12,Midwest,OH,"Health & Sports",M,4,2,50.0000
2020-12,Midwest,OH,"Home & Living",F,58,27,46.5517
2020-12,Midwest,OH,"Home & Living",M,33,13,39.3939
2020-12,Midwest,OH,"Kids & Baby",F,9,1,11.1111
2020-12,Midwest,OH,"Kids & Baby",M,11,4,36.3636
2020-12,Midwest,OH,"Men's Fashion",F,132,52,39.3939
2020-12,Midwest,OH,"Men's Fashion",M,114,43,37.7193
2020-12,Midwest,OH,"Mobiles & Tablets",F,302,144,47.6821
2020-12,Midwest,OH,"Mobiles & Tablets",M,356,178,50.0000
2020-12,Midwest,OH,Others,M,17,17,100.0000
2020-12,Midwest,OH,Soghaat,F,4,3,75.0000
2020-12,Midwest,OH,Soghaat,M,8,3,37.5000
2020-12,Midwest,OH,Superstore,F,51,21,41.1765
2020-12,Midwest,OH,Superstore,M,47,27,57.4468
2020-12,Midwest,OH,"Women's Fashion",F,59,13,22.0339
2020-12,Midwest,OH,"Women's Fashion",M,57,33,57.8947
2020-12,Midwest,SD,Appliances,F,85,26,30.5882
2020-12,Midwest,SD,Appliances,M,57,23,40.3509
2020-12,Midwest,SD,"Beauty & Grooming",F,15,3,20.0000
2020-12,Midwest,SD,"Beauty & Grooming",M,13,5,38.4615
2020-12,Midwest,SD,Computing,F,15,5,33.3333
2020-12,Midwest,SD,Computing,M,16,11,68.7500
2020-12,Midwest,SD,Entertainment,F,22,9,40.9091
2020-12,Midwest,SD,Entertainment,M,19,6,31.5789
2020-12,Midwest,SD,"Health & Sports",F,2,0,0.0000
2020-12,Midwest,SD,"Health & Sports",M,9,7,77.7778
2020-12,Midwest,SD,"Home & Living",F,12,3,25.0000
2020-12,Midwest,SD,"Home & Living",M,15,8,53.3333
2020-12,Midwest,SD,"Kids & Baby",F,3,0,0.0000
2020-12,Midwest,SD,"Kids & Baby",M,6,2,33.3333
2020-12,Midwest,SD,"Men's Fashion",F,34,17,50.0000
2020-12,Midwest,SD,"Men's Fashion",M,41,21,51.2195
2020-12,Midwest,SD,"Mobiles & Tablets",F,64,26,40.6250
2020-12,Midwest,SD,"Mobiles & Tablets",M,53,26,49.0566
2020-12,Midwest,SD,Soghaat,M,3,2,66.6667
2020-12,Midwest,SD,Superstore,F,3,1,33.3333
2020-12,Midwest,SD,Superstore,M,6,1,16.6667
2020-12,Midwest,SD,"Women's Fashion",F,11,2,18.1818
2020-12,Midwest,SD,"Women's Fashion",M,16,5,31.2500
2020-12,Midwest,WI,Appliances,F,111,53,47.7477
2020-12,Midwest,WI,Appliances,M,117,59,50.4274
2020-12,Midwest,WI,"Beauty & Grooming",F,20,9,45.0000
2020-12,Midwest,WI,"Beauty & Grooming",M,25,15,60.0000
2020-12,Midwest,WI,Computing,F,21,10,47.6190
2020-12,Midwest,WI,Computing,M,22,10,45.4545
2020-12,Midwest,WI,Entertainment,F,74,22,29.7297
2020-12,Midwest,WI,Entertainment,M,37,18,48.6486
2020-12,Midwest,WI,"Health & Sports",F,5,3,60.0000
2020-12,Midwest,WI,"Health & Sports",M,5,3,60.0000
2020-12,Midwest,WI,"Home & Living",F,30,12,40.0000
2020-12,Midwest,WI,"Home & Living",M,36,20,55.5556
2020-12,Midwest,WI,"Kids & Baby",F,8,2,25.0000
2020-12,Midwest,WI,"Kids & Baby",M,6,3,50.0000
2020-12,Midwest,WI,"Men's Fashion",F,55,17,30.9091
2020-12,Midwest,WI,"Men's Fashion",M,70,30,42.8571
2020-12,Midwest,WI,"Mobiles & Tablets",F,151,52,34.4371
2020-12,Midwest,WI,"Mobiles & Tablets",M,213,79,37.0892
2020-12,Midwest,WI,Others,M,7,6,85.7143
2020-12,Midwest,WI,"School & Education",M,1,0,0.0000
2020-12,Midwest,WI,Soghaat,F,11,6,54.5455
2020-12,Midwest,WI,Soghaat,M,3,2,66.6667
2020-12,Midwest,WI,Superstore,F,11,4,36.3636
2020-12,Midwest,WI,Superstore,M,14,8,57.1429
2020-12,Midwest,WI,"Women's Fashion",F,34,13,38.2353
2020-12,Midwest,WI,"Women's Fashion",M,31,14,45.1613
2020-12,Northeast,CT,Appliances,F,65,30,46.1538
2020-12,Northeast,CT,Appliances,M,47,22,46.8085
2020-12,Northeast,CT,"Beauty & Grooming",F,16,11,68.7500
2020-12,Northeast,CT,"Beauty & Grooming",M,9,4,44.4444
2020-12,Northeast,CT,Computing,F,11,8,72.7273
2020-12,Northeast,CT,Computing,M,21,10,47.6190
2020-12,Northeast,CT,Entertainment,F,30,10,33.3333
2020-12,Northeast,CT,Entertainment,M,27,10,37.0370
2020-12,Northeast,CT,"Health & Sports",F,4,2,50.0000
2020-12,Northeast,CT,"Health & Sports",M,7,6,85.7143
2020-12,Northeast,CT,"Home & Living",F,16,10,62.5000
2020-12,Northeast,CT,"Home & Living",M,12,5,41.6667
2020-12,Northeast,CT,"Kids & Baby",F,6,3,50.0000
2020-12,Northeast,CT,"Kids & Baby",M,5,3,60.0000
2020-12,Northeast,CT,"Men's Fashion",F,57,22,38.5965
2020-12,Northeast,CT,"Men's Fashion",M,38,15,39.4737
2020-12,Northeast,CT,"Mobiles & Tablets",F,123,36,29.2683
2020-12,Northeast,CT,"Mobiles & Tablets",M,65,22,33.8462
2020-12,Northeast,CT,Others,M,15,15,100.0000
2020-12,Northeast,CT,"School & Education",M,1,0,0.0000
2020-12,Northeast,CT,Soghaat,F,4,1,25.0000
2020-12,Northeast,CT,Soghaat,M,9,3,33.3333
2020-12,Northeast,CT,Superstore,F,4,2,50.0000
2020-12,Northeast,CT,"Women's Fashion",F,31,15,48.3871
2020-12,Northeast,CT,"Women's Fashion",M,17,4,23.5294
2020-12,Northeast,MA,Appliances,F,143,47,32.8671
2020-12,Northeast,MA,Appliances,M,102,48,47.0588
2020-12,Northeast,MA,"Beauty & Grooming",F,26,9,34.6154
2020-12,Northeast,MA,"Beauty & Grooming",M,21,9,42.8571
2020-12,Northeast,MA,Computing,F,19,10,52.6316
2020-12,Northeast,MA,Computing,M,17,8,47.0588
2020-12,Northeast,MA,Entertainment,F,53,31,58.4906
2020-12,Northeast,MA,Entertainment,M,53,24,45.2830
2020-12,Northeast,MA,"Health & Sports",F,6,1,16.6667
2020-12,Northeast,MA,"Health & Sports",M,2,0,0.0000
2020-12,Northeast,MA,"Home & Living",F,28,13,46.4286
2020-12,Northeast,MA,"Home & Living",M,37,20,54.0541
2020-12,Northeast,MA,"Kids & Baby",F,2,1,50.0000
2020-12,Northeast,MA,"Kids & Baby",M,6,1,16.6667
2020-12,Northeast,MA,"Men's Fashion",F,71,24,33.8028
2020-12,Northeast,MA,"Men's Fashion",M,65,23,35.3846
2020-12,Northeast,MA,"Mobiles & Tablets",F,177,98,55.3672
2020-12,Northeast,MA,"Mobiles & Tablets",M,158,68,43.0380
2020-12,Northeast,MA,Soghaat,F,3,0,0.0000
2020-12,Northeast,MA,Soghaat,M,9,4,44.4444
2020-12,Northeast,MA,Superstore,F,11,2,18.1818
2020-12,Northeast,MA,Superstore,M,14,4,28.5714
2020-12,Northeast,MA,"Women's Fashion",F,17,4,23.5294
2020-12,Northeast,MA,"Women's Fashion",M,31,6,19.3548
2020-12,Northeast,ME,Appliances,F,55,26,47.2727
2020-12,Northeast,ME,Appliances,M,54,21,38.8889
2020-12,Northeast,ME,"Beauty & Grooming",F,8,5,62.5000
2020-12,Northeast,ME,"Beauty & Grooming",M,16,7,43.7500
2020-12,Northeast,ME,Computing,F,7,1,14.2857
2020-12,Northeast,ME,Computing,M,22,12,54.5455
2020-12,Northeast,ME,Entertainment,F,30,16,53.3333
2020-12,Northeast,ME,Entertainment,M,28,16,57.1429
2020-12,Northeast,ME,"Health & Sports",F,3,1,33.3333
2020-12,Northeast,ME,"Health & Sports",M,2,1,50.0000
2020-12,Northeast,ME,"Home & Living",F,11,6,54.5455
2020-12,Northeast,ME,"Home & Living",M,16,7,43.7500
2020-12,Northeast,ME,"Kids & Baby",F,7,4,57.1429
2020-12,Northeast,ME,"Kids & Baby",M,4,2,50.0000
2020-12,Northeast,ME,"Men's Fashion",F,39,22,56.4103
2020-12,Northeast,ME,"Men's Fashion",M,45,13,28.8889
2020-12,Northeast,ME,"Mobiles & Tablets",F,100,43,43.0000
2020-12,Northeast,ME,"Mobiles & Tablets",M,100,65,65.0000
2020-12,Northeast,ME,"School & Education",M,1,0,0.0000
2020-12,Northeast,ME,Soghaat,F,3,1,33.3333
2020-12,Northeast,ME,Soghaat,M,4,3,75.0000
2020-12,Northeast,ME,Superstore,F,9,6,66.6667
2020-12,Northeast,ME,Superstore,M,1,1,100.0000
2020-12,Northeast,ME,"Women's Fashion",F,11,1,9.0909
2020-12,Northeast,ME,"Women's Fashion",M,23,11,47.8261
2020-12,Northeast,NH,Appliances,F,22,10,45.4545
2020-12,Northeast,NH,Appliances,M,88,38,43.1818
2020-12,Northeast,NH,"Beauty & Grooming",F,11,9,81.8182
2020-12,Northeast,NH,"Beauty & Grooming",M,13,4,30.7692
2020-12,Northeast,NH,Books,M,1,0,0.0000
2020-12,Northeast,NH,Computing,F,5,1,20.0000
2020-12,Northeast,NH,Computing,M,15,8,53.3333
2020-12,Northeast,NH,Entertainment,F,23,2,8.6957
2020-12,Northeast,NH,Entertainment,M,25,15,60.0000
2020-12,Northeast,NH,"Health & Sports",F,3,2,66.6667
2020-12,Northeast,NH,"Health & Sports",M,3,1,33.3333
2020-12,Northeast,NH,"Home & Living",F,9,3,33.3333
2020-12,Northeast,NH,"Home & Living",M,5,1,20.0000
2020-12,Northeast,NH,"Kids & Baby",F,4,0,0.0000
2020-12,Northeast,NH,"Kids & Baby",M,2,1,50.0000
2020-12,Northeast,NH,"Men's Fashion",F,10,2,20.0000
2020-12,Northeast,NH,"Men's Fashion",M,21,6,28.5714
2020-12,Northeast,NH,"Mobiles & Tablets",F,51,27,52.9412
2020-12,Northeast,NH,"Mobiles & Tablets",M,39,13,33.3333
2020-12,Northeast,NH,Soghaat,M,1,0,0.0000
2020-12,Northeast,NH,Superstore,F,1,1,100.0000
2020-12,Northeast,NH,Superstore,M,12,2,16.6667
2020-12,Northeast,NH,"Women's Fashion",M,5,1,20.0000
2020-12,Northeast,NJ,Appliances,F,91,37,40.6593
2020-12,Northeast,NJ,Appliances,M,87,27,31.0345
2020-12,Northeast,NJ,"Beauty & Grooming",F,19,12,63.1579
2020-12,Northeast,NJ,"Beauty & Grooming",M,20,9,45.0000
2020-12,Northeast,NJ,Books,F,1,1,100.0000
2020-12,Northeast,NJ,Computing,F,19,8,42.1053
2020-12,Northeast,NJ,Computing,M,32,12,37.5000
2020-12,Northeast,NJ,Entertainment,F,39,21,53.8462
2020-12,Northeast,NJ,Entertainment,M,46,23,50.0000
2020-12,Northeast,NJ,"Health & Sports",F,2,2,100.0000
2020-12,Northeast,NJ,"Health & Sports",M,4,2,50.0000
2020-12,Northeast,NJ,"Home & Living",F,13,8,61.5385
2020-12,Northeast,NJ,"Home & Living",M,20,3,15.0000
2020-12,Northeast,NJ,"Kids & Baby",F,12,9,75.0000
2020-12,Northeast,NJ,"Kids & Baby",M,8,4,50.0000
2020-12,Northeast,NJ,"Men's Fashion",F,44,15,34.0909
2020-12,Northeast,NJ,"Men's Fashion",M,77,25,32.4675
2020-12,Northeast,NJ,"Mobiles & Tablets",F,179,101,56.4246
2020-12,Northeast,NJ,"Mobiles & Tablets",M,143,56,39.1608
2020-12,Northeast,NJ,"School & Education",F,2,1,50.0000
2020-12,Northeast,NJ,Soghaat,F,8,3,37.5000
2020-12,Northeast,NJ,Soghaat,M,2,1,50.0000
2020-12,Northeast,NJ,Superstore,F,1,0,0.0000
2020-12,Northeast,NJ,Superstore,M,16,7,43.7500
2020-12,Northeast,NJ,"Women's Fashion",F,34,11,32.3529
2020-12,Northeast,NJ,"Women's Fashion",M,42,8,19.0476
2020-12,Northeast,NY,Appliances,F,265,116,43.7736
2020-12,Northeast,NY,Appliances,M,332,173,52.1084
2020-12,Northeast,NY,"Beauty & Grooming",F,59,21,35.5932
2020-12,Northeast,NY,"Beauty & Grooming",M,64,26,40.6250
2020-12,Northeast,NY,Books,F,8,5,62.5000
2020-12,Northeast,NY,Books,M,1,0,0.0000
2020-12,Northeast,NY,Computing,F,84,50,59.5238
2020-12,Northeast,NY,Computing,M,43,24,55.8140
2020-12,Northeast,NY,Entertainment,F,133,45,33.8346
2020-12,Northeast,NY,Entertainment,M,143,50,34.9650
2020-12,Northeast,NY,"Health & Sports",F,14,8,57.1429
2020-12,Northeast,NY,"Health & Sports",M,15,6,40.0000
2020-12,Northeast,NY,"Home & Living",F,50,25,50.0000
2020-12,Northeast,NY,"Home & Living",M,78,41,52.5641
2020-12,Northeast,NY,"Kids & Baby",F,24,9,37.5000
2020-12,Northeast,NY,"Kids & Baby",M,15,7,46.6667
2020-12,Northeast,NY,"Men's Fashion",F,203,80,39.4089
2020-12,Northeast,NY,"Men's Fashion",M,204,101,49.5098
2020-12,Northeast,NY,"Mobiles & Tablets",F,471,174,36.9427
2020-12,Northeast,NY,"Mobiles & Tablets",M,425,179,42.1176
2020-12,Northeast,NY,Others,F,3,0,0.0000
2020-12,Northeast,NY,Others,M,37,33,89.1892
2020-12,Northeast,NY,"School & Education",F,3,2,66.6667
2020-12,Northeast,NY,"School & Education",M,1,1,100.0000
2020-12,Northeast,NY,Soghaat,F,11,3,27.2727
2020-12,Northeast,NY,Soghaat,M,10,6,60.0000
2020-12,Northeast,NY,Superstore,F,18,8,44.4444
2020-12,Northeast,NY,Superstore,M,30,10,33.3333
2020-12,Northeast,NY,"Women's Fashion",F,136,61,44.8529
2020-12,Northeast,NY,"Women's Fashion",M,109,54,49.5413
2020-12,Northeast,PA,Appliances,F,332,122,36.7470
2020-12,Northeast,PA,Appliances,M,315,131,41.5873
2020-12,Northeast,PA,"Beauty & Grooming",F,80,42,52.5000
2020-12,Northeast,PA,"Beauty & Grooming",M,70,21,30.0000
2020-12,Northeast,PA,Books,M,2,1,50.0000
2020-12,Northeast,PA,Computing,F,82,41,50.0000
2020-12,Northeast,PA,Computing,M,43,15,34.8837
2020-12,Northeast,PA,Entertainment,F,171,74,43.2749
2020-12,Northeast,PA,Entertainment,M,105,34,32.3810
2020-12,Northeast,PA,"Health & Sports",F,17,2,11.7647
2020-12,Northeast,PA,"Health & Sports",M,14,7,50.0000
2020-12,Northeast,PA,"Home & Living",F,56,24,42.8571
2020-12,Northeast,PA,"Home & Living",M,76,33,43.4211
2020-12,Northeast,PA,"Kids & Baby",F,32,19,59.3750
2020-12,Northeast,PA,"Kids & Baby",M,28,13,46.4286
2020-12,Northeast,PA,"Men's Fashion",F,210,91,43.3333
2020-12,Northeast,PA,"Men's Fashion",M,196,72,36.7347
2020-12,Northeast,PA,"Mobiles & Tablets",F,457,198,43.3260
2020-12,Northeast,PA,"Mobiles & Tablets",M,383,143,37.3368
2020-12,Northeast,PA,Others,F,1,1,100.0000
2020-12,Northeast,PA,"School & Education",F,2,0,0.0000
2020-12,Northeast,PA,"School & Education",M,3,2,66.6667
2020-12,Northeast,PA,Soghaat,F,6,4,66.6667
2020-12,Northeast,PA,Soghaat,M,10,4,40.0000
2020-12,Northeast,PA,Superstore,F,11,7,63.6364
2020-12,Northeast,PA,Superstore,M,31,15,48.3871
2020-12,Northeast,PA,"Women's Fashion",F,90,41,45.5556
2020-12,Northeast,PA,"Women's Fashion",M,99,41,41.4141
2020-12,Northeast,RI,Appliances,F,6,3,50.0000
2020-12,Northeast,RI,Appliances,M,3,0,0.0000
2020-12,Northeast,RI,"Beauty & Grooming",F,1,0,0.0000
2020-12,Northeast,RI,"Beauty & Grooming",M,4,2,50.0000
2020-12,Northeast,RI,Books,F,1,1,100.0000
2020-12,Northeast,RI,Computing,F,3,1,33.3333
2020-12,Northeast,RI,Computing,M,4,2,50.0000
2020-12,Northeast,RI,Entertainment,F,7,1,14.2857
2020-12,Northeast,RI,Entertainment,M,13,9,69.2308
2020-12,Northeast,RI,"Health & Sports",F,2,0,0.0000
2020-12,Northeast,RI,"Health & Sports",M,2,2,100.0000
2020-12,Northeast,RI,"Home & Living",F,2,1,50.0000
2020-12,Northeast,RI,"Home & Living",M,1,0,0.0000
2020-12,Northeast,RI,"Men's Fashion",F,8,2,25.0000
2020-12,Northeast,RI,"Men's Fashion",M,6,1,16.6667
2020-12,Northeast,RI,"Mobiles & Tablets",F,22,7,31.8182
2020-12,Northeast,RI,"Mobiles & Tablets",M,21,5,23.8095
2020-12,Northeast,RI,"Women's Fashion",F,7,2,28.5714
2020-12,Northeast,RI,"Women's Fashion",M,2,0,0.0000
2020-12,Northeast,VT,Appliances,F,44,18,40.9091
2020-12,Northeast,VT,Appliances,M,47,16,34.0426
2020-12,Northeast,VT,"Beauty & Grooming",F,11,4,36.3636
2020-12,Northeast,VT,"Beauty & Grooming",M,12,7,58.3333
2020-12,Northeast,VT,Books,F,1,0,0.0000
2020-12,Northeast,VT,Books,M,1,0,0.0000
2020-12,Northeast,VT,Computing,F,13,7,53.8462
2020-12,Northeast,VT,Computing,M,37,16,43.2432
2020-12,Northeast,VT,Entertainment,F,28,14,50.0000
2020-12,Northeast,VT,Entertainment,M,17,11,64.7059
2020-12,Northeast,VT,"Health & Sports",F,1,1,100.0000
2020-12,Northeast,VT,"Health & Sports",M,2,1,50.0000
2020-12,Northeast,VT,"Home & Living",F,15,3,20.0000
2020-12,Northeast,VT,"Home & Living",M,8,5,62.5000
2020-12,Northeast,VT,"Kids & Baby",F,1,0,0.0000
2020-12,Northeast,VT,"Kids & Baby",M,6,2,33.3333
2020-12,Northeast,VT,"Men's Fashion",F,23,7,30.4348
2020-12,Northeast,VT,"Men's Fashion",M,52,30,57.6923
2020-12,Northeast,VT,"Mobiles & Tablets",F,73,27,36.9863
2020-12,Northeast,VT,"Mobiles & Tablets",M,70,35,50.0000
2020-12,Northeast,VT,"School & Education",M,1,0,0.0000
2020-12,Northeast,VT,Superstore,F,8,1,12.5000
2020-12,Northeast,VT,Superstore,M,4,1,25.0000
2020-12,Northeast,VT,"Women's Fashion",F,8,2,25.0000
2020-12,Northeast,VT,"Women's Fashion",M,10,4,40.0000
2020-12,South,AL,Appliances,F,122,68,55.7377
2020-12,South,AL,Appliances,M,102,33,32.3529
2020-12,South,AL,"Beauty & Grooming",F,19,10,52.6316
2020-12,South,AL,"Beauty & Grooming",M,23,7,30.4348
2020-12,South,AL,Books,F,1,1,100.0000
2020-12,South,AL,Computing,F,23,14,60.8696
2020-12,South,AL,Computing,M,27,13,48.1481
2020-12,South,AL,Entertainment,F,50,30,60.0000
2020-12,South,AL,Entertainment,M,22,10,45.4545
2020-12,South,AL,"Health & Sports",F,8,4,50.0000
2020-12,South,AL,"Health & Sports",M,9,3,33.3333
2020-12,South,AL,"Home & Living",F,26,12,46.1538
2020-12,South,AL,"Home & Living",M,24,11,45.8333
2020-12,South,AL,"Kids & Baby",F,9,3,33.3333
2020-12,South,AL,"Kids & Baby",M,1,1,100.0000
2020-12,South,AL,"Men's Fashion",F,96,37,38.5417
2020-12,South,AL,"Men's Fashion",M,50,14,28.0000
2020-12,South,AL,"Mobiles & Tablets",F,183,66,36.0656
2020-12,South,AL,"Mobiles & Tablets",M,123,55,44.7154
2020-12,South,AL,Others,F,1,1,100.0000
2020-12,South,AL,"School & Education",F,1,1,100.0000
2020-12,South,AL,Soghaat,F,1,1,100.0000
2020-12,South,AL,Soghaat,M,1,0,0.0000
2020-12,South,AL,Superstore,F,4,2,50.0000
2020-12,South,AL,Superstore,M,1,1,100.0000
2020-12,South,AL,"Women's Fashion",F,31,16,51.6129
2020-12,South,AL,"Women's Fashion",M,31,3,9.6774
2020-12,South,AR,Appliances,F,86,28,32.5581
2020-12,South,AR,Appliances,M,87,45,51.7241
2020-12,South,AR,"Beauty & Grooming",F,6,3,50.0000
2020-12,South,AR,"Beauty & Grooming",M,18,9,50.0000
2020-12,South,AR,Books,M,3,0,0.0000
2020-12,South,AR,Computing,F,23,13,56.5217
2020-12,South,AR,Computing,M,3,1,33.3333
2020-12,South,AR,Entertainment,F,23,14,60.8696
2020-12,South,AR,Entertainment,M,44,15,34.0909
2020-12,South,AR,"Health & Sports",F,5,2,40.0000
2020-12,South,AR,"Health & Sports",M,2,0,0.0000
2020-12,South,AR,"Home & Living",F,21,4,19.0476
2020-12,South,AR,"Home & Living",M,32,15,46.8750
2020-12,South,AR,"Kids & Baby",F,4,1,25.0000
2020-12,South,AR,"Kids & Baby",M,5,2,40.0000
2020-12,South,AR,"Men's Fashion",F,62,21,33.8710
2020-12,South,AR,"Men's Fashion",M,63,21,33.3333
