ym,region,state,gender,category,order_cnt
2020-12,Midwest,SD,M,Soghaat,2
2020-12,Midwest,SD,M,Superstore,1
2020-12,Midwest,SD,M,"Women's Fashion",5
2020-12,Midwest,WI,F,Appliances,53
2020-12,Midwest,WI,F,"Beauty & Grooming",9
2020-12,Midwest,WI,F,Computing,10
2020-12,Midwest,WI,F,Entertainment,22
2020-12,Midwest,WI,F,"Health & Sports",3
2020-12,Midwest,WI,F,"Home & Living",12
2020-12,Midwest,WI,F,"Kids & Baby",2
2020-12,Midwest,WI,F,"Men's Fashion",17
2020-12,Midwest,WI,F,"Mobiles & Tablets",52
2020-12,Midwest,WI,F,Soghaat,6
2020-12,Midwest,WI,F,Superstore,4
2020-12,Midwest,WI,F,"Women's Fashion",13
2020-12,Midwest,WI,M,Appliances,59
2020-12,Midwest,WI,M,"Beauty & Grooming",15
2020-12,Midwest,WI,M,Computing,10
2020-12,Midwest,WI,M,Entertainment,18
2020-12,Midwest,WI,M,"Health & Sports",3
2020-12,Midwest,WI,M,"Home & Living",20
2020-12,Midwest,WI,M,"Kids & Baby",3
2020-12,Midwest,WI,M,"Men's Fashion",30
2020-12,Midwest,WI,M,"Mobiles & Tablets",79
2020-12,Midwest,WI,M,Others,6
2020-12,Midwest,WI,M,Soghaat,2
2020-12,Midwest,WI,M,Superstore,8
2020-12,Midwest,WI,M,"Women's Fashion",14
2020-12,Northeast,CT,F,Appliances,30
2020-12,Northeast,CT,F,"Beauty & Grooming",11
2020-12,Northeast,CT,F,Computing,8
2020-12,Northeast,CT,F,Entertainment,10
2020-12,Northeast,CT,F,"Health & Sports",2
2020-12,Northeast,CT,F,"Home & Living",10
2020-12,Northeast,CT,F,"Kids & Baby",3
2020-12,Northeast,CT,F,"Men's Fashion",22
2020-12,Northeast,CT,F,"Mobiles & Tablets",36
2020-12,Northeast,CT,F,Soghaat,1
2020-12,Northeast,CT,F,Superstore,2
2020-12,Northeast,CT,F,"Women's Fashion",15
2020-12,Northeast,CT,M,Appliances,22
2020-12,Northeast,CT,M,"Beauty & Grooming",4
2020-12,Northeast,CT,M,Computing,10
2020-12,Northeast,CT,M,Entertainment,10
2020-12,Northeast,CT,M,"Health & Sports",6
2020-12,Northeast,CT,M,"Home & Living",5
2020-12,Northeast,CT,M,"Kids & Baby",3
2020-12,Northeast,CT,M,"Men's Fashion",15
2020-12,Northeast,CT,M,"Mobiles & Tablets",22
2020-12,Northeast,CT,M,Others,15
2020-12,Northeast,CT,M,Soghaat,3
2020-12,Northeast,CT,M,"Women's Fashion",4
2020-12,Northeast,MA,F,Appliances,47
2020-12,Northeast,MA,F,"Beauty & Grooming",9
2020-12,Northeast,MA,F,Computing,10
2020-12,Northeast,MA,F,Entertainment,31
2020-12,Northeast,MA,F,"Health & Sports",1
2020-12,Northeast,MA,F,"Home & Living",13
2020-12,Northeast,MA,F,"Kids & Baby",1
2020-12,Northeast,MA,F,"Men's Fashion",24
2020-12,Northeast,MA,F,"Mobiles & Tablets",98
2020-12,Northeast,MA,F,Superstore,2
2020-12,Northeast,MA,F,"Women's Fashion",4
2020-12,Northeast,MA,M,Appliances,48
2020-12,Northeast,MA,M,"Beauty & Grooming",9
2020-12,Northeast,MA,M,Computing,8
2020-12,Northeast,MA,M,Entertainment,24
2020-12,Northeast,MA,M,"Home & Living",20
2020-12,Northeast,MA,M,"Kids & Baby",1
2020-12,Northeast,MA,M,"Men's Fashion",23
2020-12,Northeast,MA,M,"Mobiles & Tablets",68
2020-12,Northeast,MA,M,Soghaat,4
2020-12,Northeast,MA,M,Superstore,4
2020-12,Northeast,MA,M,"Women's Fashion",6
2020-12,Northeast,ME,F,Appliances,26
2020-12,Northeast,ME,F,"Beauty & Grooming",5
2020-12,Northeast,ME,F,Computing,1
2020-12,Northeast,ME,F,Entertainment,16
2020-12,Northeast,ME,F,"Health & Sports",1
2020-12,Northeast,ME,F,"Home & Living",6
2020-12,Northeast,ME,F,"Kids & Baby",4
2020-12,Northeast,ME,F,"Men's Fashion",22
2020-12,Northeast,ME,F,"Mobiles & Tablets",43
2020-12,Northeast,ME,F,Soghaat,1
2020-12,Northeast,ME,F,Superstore,6
2020-12,Northeast,ME,F,"Women's Fashion",1
2020-12,Northeast,ME,M,Appliances,21
2020-12,Northeast,ME,M,"Beauty & Grooming",7
2020-12,Northeast,ME,M,Computing,12
2020-12,Northeast,ME,M,Entertainment,16
2020-12,Northeast,ME,M,"Health & Sports",1
2020-12,Northeast,ME,M,"Home & Living",7
2020-12,Northeast,ME,M,"Kids & Baby",2
2020-12,Northeast,ME,M,"Men's Fashion",13
2020-12,Northeast,ME,M,"Mobiles & Tablets",65
2020-12,Northeast,ME,M,Soghaat,3
2020-12,Northeast,ME,M,Superstore,1
2020-12,Northeast,ME,M,"Women's Fashion",11
2020-12,Northeast,NH,F,Appliances,10
2020-12,Northeast,NH,F,"Beauty & Grooming",9
2020-12,Northeast,NH,F,Computing,1
2020-12,Northeast,NH,F,Entertainment,2
2020-12,Northeast,NH,F,"Health & Sports",2
2020-12,Northeast,NH,F,"Home & Living",3
2020-12,Northeast,NH,F,"Men's Fashion",2
2020-12,Northeast,NH,F,"Mobiles & Tablets",27
2020-12,Northeast,NH,F,Superstore,1
2020-12,Northeast,NH,M,Appliances,38
2020-12,Northeast,NH,M,"Beauty & Grooming",4
2020-12,Northeast,NH,M,Computing,8
2020-12,Northeast,NH,M,Entertainment,15
2020-12,Northeast,NH,M,"Health & Sports",1
2020-12,Northeast,NH,M,"Home & Living",1
2020-12,Northeast,NH,M,"Kids & Baby",1
2020-12,Northeast,NH,M,"Men's Fashion",6
2020-12,Northeast,NH,M,"Mobiles & Tablets",13
2020-12,Northeast,NH,M,Superstore,2
2020-12,Northeast,NH,M,"Women's Fashion",1
2020-12,Northeast,NJ,F,Appliances,37
2020-12,Northeast,NJ,F,"Beauty & Grooming",12
2020-12,Northeast,NJ,F,Books,1
2020-12,Northeast,NJ,F,Computing,8
2020-12,Northeast,NJ,F,Entertainment,21
2020-12,Northeast,NJ,F,"Health & Sports",2
2020-12,Northeast,NJ,F,"Home & Living",8
2020-12,Northeast,NJ,F,"Kids & Baby",9
2020-12,Northeast,NJ,F,"Men's Fashion",15
2020-12,Northeast,NJ,F,"Mobiles & Tablets",101
2020-12,Northeast,NJ,F,"School & Education",1
2020-12,Northeast,NJ,F,Soghaat,3
2020-12,Northeast,NJ,F,"Women's Fashion",11
2020-12,Northeast,NJ,M,Appliances,27
2020-12,Northeast,NJ,M,"Beauty & Grooming",9
2020-12,Northeast,NJ,M,Computing,12
2020-12,Northeast,NJ,M,Entertainment,23
2020-12,Northeast,NJ,M,"Health & Sports",2
2020-12,Northeast,NJ,M,"Home & Living",3
2020-12,Northeast,NJ,M,"Kids & Baby",4
2020-12,Northeast,NJ,M,"Men's Fashion",25
2020-12,Northeast,NJ,M,"Mobiles & Tablets",56
2020-12,Northeast,NJ,M,Soghaat,1
2020-12,Northeast,NJ,M,Superstore,7
2020-12,Northeast,NJ,M,"Women's Fashion",8
2020-12,Northeast,NY,F,Appliances,116
2020-12,Northeast,NY,F,"Beauty & Grooming",21
2020-12,Northeast,NY,F,Books,5
2020-12,Northeast,NY,F,Computing,50
2020-12,Northeast,NY,F,Entertainment,45
2020-12,Northeast,NY,F,"Health & Sports",8
2020-12,Northeast,NY,F,"Home & Living",25
2020-12,Northeast,NY,F,"Kids & Baby",9
2020-12,Northeast,NY,F,"Men's Fashion",80
2020-12,Northeast,NY,F,"Mobiles & Tablets",174
2020-12,Northeast,NY,F,"School & Education",2
2020-12,Northeast,NY,F,Soghaat,3
2020-12,Northeast,NY,F,Superstore,8
2020-12,Northeast,NY,F,"Women's Fashion",61
2020-12,Northeast,NY,M,Appliances,173
2020-12,Northeast,NY,M,"Beauty & Grooming",26
2020-12,Northeast,NY,M,Computing,24
2020-12,Northeast,NY,M,Entertainment,50
2020-12,Northeast,NY,M,"Health & Sports",6
2020-12,Northeast,NY,M,"Home & Living",41
2020-12,Northeast,NY,M,"Kids & Baby",7
2020-12,Northeast,NY,M,"Men's Fashion",101
2020-12,Northeast,NY,M,"Mobiles & Tablets",179
2020-12,Northeast,NY,M,Others,33
2020-12,Northeast,NY,M,"School & Education",1
2020-12,Northeast,NY,M,Soghaat,6
2020-12,Northeast,NY,M,Superstore,10
2020-12,Northeast,NY,M,"Women's Fashion",54
2020-12,Northeast,PA,F,Appliances,122
2020-12,Northeast,PA,F,"Beauty & Grooming",42
2020-12,Northeast,PA,F,Computing,41
2020-12,Northeast,PA,F,Entertainment,74
2020-12,Northeast,PA,F,"Health & Sports",2
2020-12,Northeast,PA,F,"Home & Living",24
2020-12,Northeast,PA,F,"Kids & Baby",19
2020-12,Northeast,PA,F,"Men's Fashion",91
2020-12,Northeast,PA,F,"Mobiles & Tablets",198
2020-12,Northeast,PA,F,Others,1
2020-12,Northeast,PA,F,Soghaat,4
2020-12,Northeast,PA,F,Superstore,7
2020-12,Northeast,PA,F,"Women's Fashion",41
2020-12,Northeast,PA,M,Appliances,131
2020-12,Northeast,PA,M,"Beauty & Grooming",21
2020-12,Northeast,PA,M,Books,1
2020-12,Northeast,PA,M,Computing,15
2020-12,Northeast,PA,M,Entertainment,34
2020-12,Northeast,PA,M,"Health & Sports",7
2020-12,Northeast,PA,M,"Home & Living",33
2020-12,Northeast,PA,M,"Kids & Baby",13
2020-12,Northeast,PA,M,"Men's Fashion",72
2020-12,Northeast,PA,M,"Mobiles & Tablets",143
2020-12,Northeast,PA,M,"School & Education",2
2020-12,Northeast,PA,M,Soghaat,4
2020-12,Northeast,PA,M,Superstore,15
2020-12,Northeast,PA,M,"Women's Fashion",41
2020-12,Northeast,RI,F,Appliances,3
2020-12,Northeast,RI,F,Books,1
2020-12,Northeast,RI,F,Computing,1
2020-12,Northeast,RI,F,Entertainment,1
2020-12,Northeast,RI,F,"Home & Living",1
2020-12,Northeast,RI,F,"Men's Fashion",2
2020-12,Northeast,RI,F,"Mobiles & Tablets",7
2020-12,Northeast,RI,F,"Women's Fashion",2
2020-12,Northeast,RI,M,"Beauty & Grooming",2
2020-12,Northeast,RI,M,Computing,2
2020-12,Northeast,RI,M,Entertainment,9
2020-12,Northeast,RI,M,"Health & Sports",2
2020-12,Northeast,RI,M,"Men's Fashion",1
2020-12,Northeast,RI,M,"Mobiles & Tablets",5
2020-12,Northeast,VT,F,Appliances,18
2020-12,Northeast,VT,F,"Beauty & Grooming",4
2020-12,Northeast,VT,F,Computing,7
2020-12,Northeast,VT,F,Entertainment,14
2020-12,Northeast,VT,F,"Health & Sports",1
2020-12,Northeast,VT,F,"Home & Living",3
2020-12,Northeast,VT,F,"Men's Fashion",7
2020-12,Northeast,VT,F,"Mobiles & Tablets",27
2020-12,Northeast,VT,F,Superstore,1
2020-12,Northeast,VT,F,"Women's Fashion",2
2020-12,Northeast,VT,M,Appliances,16
2020-12,Northeast,VT,M,"Beauty & Grooming",7
2020-12,Northeast,VT,M,Computing,16
2020-12,Northeast,VT,M,Entertainment,11
2020-12,Northeast,VT,M,"Health & Sports",1
2020-12,Northeast,VT,M,"Home & Living",5
2020-12,Northeast,VT,M,"Kids & Baby",2
2020-12,Northeast,VT,M,"Men's Fashion",30
2020-12,Northeast,VT,M,"Mobiles & Tablets",35
2020-12,Northeast,VT,M,Superstore,1
2020-12,Northeast,VT,M,"Women's Fashion",4
2020-12,South,AL,F,Appliances,68
2020-12,South,AL,F,"Beauty & Grooming",10
2020-12,South,AL,F,Books,1
2020-12,South,AL,F,Computing,14
2020-12,South,AL,F,Entertainment,30
2020-12,South,AL,F,"Health & Sports",4
2020-12,South,AL,F,"Home & Living",12
2020-12,South,AL,F,"Kids & Baby",3
2020-12,South,AL,F,"Men's Fashion",37
2020-12,South,AL,F,"Mobiles & Tablets",66
2020-12,South,AL,F,Others,1
2020-12,South,AL,F,"School & Education",1
2020-12,South,AL,F,Soghaat,1
2020-12,South,AL,F,Superstore,2
2020-12,South,AL,F,"Women's Fashion",16
2020-12,South,AL,M,Appliances,33
2020-12,South,AL,M,"Beauty & Grooming",7
2020-12,South,AL,M,Computing,13
2020-12,South,AL,M,Entertainment,10
2020-12,South,AL,M,"Health & Sports",3
2020-12,South,AL,M,"Home & Living",11
2020-12,South,AL,M,"Kids & Baby",1
2020-12,South,AL,M,"Men's Fashion",14
2020-12,South,AL,M,"Mobiles & Tablets",55
2020-12,South,AL,M,Superstore,1
2020-12,South,AL,M,"Women's Fashion",3
2020-12,South,AR,F,Appliances,28
2020-12,South,AR,F,"Beauty & Grooming",3
2020-12,South,AR,F,Computing,13
2020-12,South,AR,F,Entertainment,14
2020-12,South,AR,F,"Health & Sports",2
2020-12,South,AR,F,"Home & Living",4
2020-12,South,AR,F,"Kids & Baby",1
2020-12,South,AR,F,"Men's Fashion",21
2020-12,South,AR,F,"Mobiles & Tablets",49
2020-12,South,AR,F,Superstore,2
2020-12,South,AR,F,"Women's Fashion",3
2020-12,South,AR,M,Appliances,45
2020-12,South,AR,M,"Beauty & Grooming",9
2020-12,South,AR,M,Computing,1
2020-12,South,AR,M,Entertainment,15
2020-12,South,AR,M,"Home & Living",15
2020-12,South,AR,M,"Kids & Baby",2
2020-12,South,AR,M,"Men's Fashion",21
2020-12,South,AR,M,"Mobiles & Tablets",161
2020-12,South,AR,M,Superstore,1
2020-12,South,AR,M,"Women's Fashion",8
2020-12,South,DC,F,Appliances,12
2020-12,South,DC,F,"Beauty & Grooming",3
2020-12,South,DC,F,Computing,1
2020-12,South,DC,F,Entertainment,8
2020-12,South,DC,F,"Home & Living",1
2020-12,South,DC,F,"Kids & Baby",1
2020-12,South,DC,F,"Men's Fashion",3
2020-12,South,DC,F,"Mobiles & Tablets",17
2020-12,South,DC,F,Others,1
2020-12,South,DC,F,Superstore,1
2020-12,South,DC,F,"Women's Fashion",1
2020-12,South,DC,M,Appliances,31
2020-12,South,DC,M,"Beauty & Grooming",6
2020-12,South,DC,M,Computing,8
2020-12,South,DC,M,Entertainment,5
2020-12,South,DC,M,"Home & Living",10
2020-12,South,DC,M,"Men's Fashion",17
2020-12,South,DC,M,"Mobiles & Tablets",27
2020-12,South,DC,M,Soghaat,1
2020-12,South,DC,M,"Women's Fashion",7
2020-12,South,DE,F,Appliances,9
2020-12,South,DE,F,"Beauty & Grooming",3
2020-12,South,DE,F,Computing,1
2020-12,South,DE,F,Entertainment,5
2020-12,South,DE,F,"Home & Living",1
2020-12,South,DE,F,"Kids & Baby",1
2020-12,South,DE,F,"Men's Fashion",5
2020-12,South,DE,F,"Mobiles & Tablets",9
2020-12,South,DE,M,Appliances,5
2020-12,South,DE,M,Entertainment,4
2020-12,South,DE,M,"Home & Living",1
2020-12,South,DE,M,"Kids & Baby",2
2020-12,South,DE,M,"Men's Fashion",1
2020-12,South,DE,M,"Mobiles & Tablets",1
2020-12,South,DE,M,"Women's Fashion",6
2020-12,South,FL,F,Appliances,101
2020-12,South,FL,F,"Beauty & Grooming",15
2020-12,South,FL,F,Books,1
2020-12,South,FL,F,Computing,18
2020-12,South,FL,F,Entertainment,57
2020-12,South,FL,F,"Health & Sports",7
2020-12,South,FL,F,"Home & Living",24
2020-12,South,FL,F,"Kids & Baby",5
2020-12,South,FL,F,"Men's Fashion",39
2020-12,South,FL,F,"Mobiles & Tablets",135
2020-12,South,FL,F,Superstore,2
2020-12,South,FL,F,"Women's Fashion",16
2020-12,South,FL,M,Appliances,98
2020-12,South,FL,M,"Beauty & Grooming",18
2020-12,South,FL,M,Computing,21
2020-12,South,FL,M,Entertainment,38
2020-12,South,FL,M,"Health & Sports",7
2020-12,South,FL,M,"Home & Living",28
2020-12,South,FL,M,"Kids & Baby",6
2020-12,South,FL,M,"Men's Fashion",59
2020-12,South,FL,M,"Mobiles & Tablets",151
2020-12,South,FL,M,Others,1
2020-12,South,FL,M,Soghaat,1
2020-12,South,FL,M,Superstore,4
2020-12,South,FL,M,"Women's Fashion",37
2020-12,South,GA,F,Appliances,44
2020-12,South,GA,F,"Beauty & Grooming",9
2020-12,South,GA,F,Computing,4
2020-12,South,GA,F,Entertainment,22
2020-12,South,GA,F,"Health & Sports",1
2020-12,South,GA,F,"Home & Living",13
2020-12,South,GA,F,"Kids & Baby",6
2020-12,South,GA,F,"Men's Fashion",20
2020-12,South,GA,F,"Mobiles & Tablets",101
2020-12,South,GA,F,Superstore,6
2020-12,South,GA,F,"Women's Fashion",15
2020-12,South,GA,M,Appliances,57
2020-12,South,GA,M,"Beauty & Grooming",4
2020-12,South,GA,M,Computing,10
2020-12,South,GA,M,Entertainment,30
2020-12,South,GA,M,"Health & Sports",5
2020-12,South,GA,M,"Home & Living",12
2020-12,South,GA,M,"Kids & Baby",2
2020-12,South,GA,M,"Men's Fashion",38
2020-12,South,GA,M,"Mobiles & Tablets",99
2020-12,South,GA,M,Soghaat,3
2020-12,South,GA,M,"Women's Fashion",19
2020-12,South,KY,F,Appliances,109
2020-12,South,KY,F,"Beauty & Grooming",19
2020-12,South,KY,F,Computing,18
2020-12,South,KY,F,Entertainment,18
2020-12,South,KY,F,"Home & Living",13
2020-12,South,KY,F,"Kids & Baby",1
2020-12,South,KY,F,"Men's Fashion",54
2020-12,South,KY,F,"Mobiles & Tablets",103
2020-12,South,KY,F,Soghaat,2
2020-12,South,KY,F,Superstore,4
2020-12,South,KY,F,"Women's Fashion",19
2020-12,South,KY,M,Appliances,73
2020-12,South,KY,M,"Beauty & Grooming",9
2020-12,South,KY,M,Computing,5
2020-12,South,KY,M,Entertainment,34
2020-12,South,KY,M,"Health & Sports",8
2020-12,South,KY,M,"Home & Living",11
2020-12,South,KY,M,"Kids & Baby",4
2020-12,South,KY,M,"Men's Fashion",35
2020-12,South,KY,M,"Mobiles & Tablets",117
2020-12,South,KY,M,Superstore,5
2020-12,South,KY,M,"Women's Fashion",5
2020-12,South,LA,F,Appliances,31
2020-12,South,LA,F,"Beauty & Grooming",5
2020-12,South,LA,F,Computing,11
2020-12,South,LA,F,Entertainment,16
2020-12,South,LA,F,"Health & Sports",5
2020-12,South,LA,F,"Home & Living",12
2020-12,South,LA,F,"Kids & Baby",2
2020-12,South,LA,F,"Men's Fashion",19
2020-12,South,LA,F,"Mobiles & Tablets",56
2020-12,South,LA,F,"School & Education",1
2020-12,South,LA,F,Superstore,1
2020-12,South,LA,F,"Women's Fashion",10
2020-12,South,LA,M,Appliances,42
2020-12,South,LA,M,"Beauty & Grooming",8
2020-12,South,LA,M,Computing,20
2020-12,South,LA,M,Entertainment,18
2020-12,South,LA,M,"Health & Sports",2
2020-12,South,LA,M,"Home & Living",4
2020-12,South,LA,M,"Kids & Baby",4
2020-12,South,LA,M,"Men's Fashion",21
2020-12,South,LA,M,"Mobiles & Tablets",88
2020-12,South,LA,M,Others,2
2020-12,South,LA,M,"School & Education",2
2020-12,South,LA,M,Superstore,2
2020-12,South,LA,M,"Women's Fashion",7
2020-12,South,MD,F,Appliances,49
2020-12,South,MD,F,"Beauty & Grooming",14
2020-12,South,MD,F,Computing,14
2020-12,South,MD,F,Entertainment,15
2020-12,South,MD,F,"Health & Sports",5
2020-12,South,MD,F,"Home & Living",15
2020-12,South,MD,F,"Kids & Baby",1
2020-12,South,MD,F,"Men's Fashion",24
2020-12,South,MD,F,"Mobiles & Tablets",46
2020-12,South,MD,F,Soghaat,5
2020-12,South,MD,F,Superstore,7
2020-12,South,MD,F,"Women's Fashion",11
2020-12,South,MD,M,Appliances,40
2020-12,South,MD,M,"Beauty & Grooming",11
2020-12,South,MD,M,Books,1
2020-12,South,MD,M,Computing,13
2020-12,South,MD,M,Entertainment,28
2020-12,South,MD,M,"Health & Sports",6
2020-12,South,MD,M,"Home & Living",7
2020-12,South,MD,M,"Kids & Baby",5
2020-12,South,MD,M,"Men's Fashion",29
2020-12,South,MD,M,"Mobiles & Tablets",71
2020-12,South,MD,M,Soghaat,2
2020-12,South,MD,M,Superstore,4
2020-12,South,MD,M,"Women's Fashion",3
2020-12,South,MS,F,Appliances,36
2020-12,South,MS,F,"Beauty & Grooming",6
2020-12,South,MS,F,Computing,1
2020-12,South,MS,F,Entertainment,15
2020-12,South,MS,F,"Home & Living",6
2020-12,South,MS,F,"Kids & Baby",2
2020-12,South,MS,F,"Men's Fashion",20
2020-12,South,MS,F,"Mobiles & Tablets",58
2020-12,South,MS,F,Superstore,8
2020-12,South,MS,F,"Women's Fashion",9
2020-12,South,MS,M,Appliances,33
2020-12,South,MS,M,"Beauty & Grooming",3
2020-12,South,MS,M,Computing,11
2020-12,South,MS,M,Entertainment,21
2020-12,South,MS,M,"Home & Living",7
2020-12,South,MS,M,"Kids & Baby",2
2020-12,South,MS,M,"Men's Fashion",15
2020-12,South,MS,M,"Mobiles & Tablets",54
2020-12,South,MS,M,Superstore,1
2020-12,South,MS,M,"Women's Fashion",4
2020-12,South,NC,F,Appliances,90
2020-12,South,NC,F,"Beauty & Grooming",10
2020-12,South,NC,F,Computing,16
2020-12,South,NC,F,Entertainment,40
2020-12,South,NC,F,"Health & Sports",8
2020-12,South,NC,F,"Home & Living",13
2020-12,South,NC,F,"Kids & Baby",3
2020-12,South,NC,F,"Men's Fashion",60
2020-12,South,NC,F,"Mobiles & Tablets",132
2020-12,South,NC,F,Others,2
2020-12,South,NC,F,"School & Education",1
2020-12,South,NC,F,Soghaat,44
2020-12,South,NC,F,Superstore,6
2020-12,South,NC,F,"Women's Fashion",12
2020-12,South,NC,M,Appliances,95
2020-12,South,NC,M,"Beauty & Grooming",15
2020-12,South,NC,M,Computing,15
2020-12,South,NC,M,Entertainment,18
2020-12,South,NC,M,"Home & Living",6
2020-12,South,NC,M,"Kids & Baby",2
2020-12,South,NC,M,"Men's Fashion",37
2020-12,South,NC,M,"Mobiles & Tablets",67
2020-12,South,NC,M,Soghaat,1
2020-12,South,NC,M,Superstore,7
2020-12,South,NC,M,"Women's Fashion",20
2020-12,South,OK,F,Appliances,34
2020-12,South,OK,F,"Beauty & Grooming",8
2020-12,South,OK,F,Books,1
2020-12,South,OK,F,Computing,17
2020-12,South,OK,F,Entertainment,27
2020-12,South,OK,F,"Health & Sports",1
2020-12,South,OK,F,"Home & Living",6
2020-12,South,OK,F,"Kids & Baby",2
2020-12,South,OK,F,"Men's Fashion",30
2020-12,South,OK,F,"Mobiles & Tablets",83
2020-12,South,OK,F,Others,1
2020-12,South,OK,F,Soghaat,1
2020-12,South,OK,F,Superstore,2
2020-12,South,OK,F,"Women's Fashion",9
2020-12,South,OK,M,Appliances,41
2020-12,South,OK,M,"Beauty & Grooming",11
2020-12,South,OK,M,Computing,8
2020-12,South,OK,M,Entertainment,19
2020-12,South,OK,M,"Health & Sports",15
2020-12,South,OK,M,"Home & Living",7
2020-12,South,OK,M,"Kids & Baby",3
2020-12,South,OK,M,"Men's Fashion",27
2020-12,South,OK,M,"Mobiles & Tablets",128
2020-12,South,OK,M,Others,1
2020-12,South,OK,M,Superstore,1
2020-12,South,OK,M,"Women's Fashion",11
2020-12,South,SC,F,Appliances,35
2020-12,South,SC,F,"Beauty & Grooming",2
2020-12,South,SC,F,Computing,4
2020-12,South,SC,F,Entertainment,9
2020-12,South,SC,F,"Health & Sports",2
2020-12,South,SC,F,"Home & Living",3
2020-12,South,SC,F,"Kids & Baby",2
2020-12,South,SC,F,"Men's Fashion",13
2020-12,South,SC,F,"Mobiles & Tablets",51
2020-12,South,SC,F,Soghaat,1
2020-12,South,SC,F,Superstore,2
2020-12,South,SC,F,"Women's Fashion",2
2020-12,South,SC,M,Appliances,42
2020-12,South,SC,M,"Beauty & Grooming",19
2020-12,South,SC,M,Computing,11
2020-12,South,SC,M,Entertainment,9
2020-12,South,SC,M,"Health & Sports",6
2020-12,South,SC,M,"Home & Living",11
2020-12,South,SC,M,"Kids & Baby",3
2020-12,South,SC,M,"Men's Fashion",36
2020-12,South,SC,M,"Mobiles & Tablets",64
2020-12,South,SC,M,Soghaat,2
2020-12,South,SC,M,Superstore,11
2020-12,South,SC,M,"Women's Fashion",10
2020-12,South,TN,F,Appliances,28
2020-12,South,TN,F,"Beauty & Grooming",12
2020-12,South,TN,F,Books,1
2020-12,South,TN,F,Computing,2
2020-12,South,TN,F,Entertainment,23
2020-12,South,TN,F,"Health & Sports",4
2020-12,South,TN,F,"Home & Living",2
2020-12,South,TN,F,"Kids & Baby",1
2020-12,South,TN,F,"Men's Fashion",28
2020-12,South,TN,F,"Mobiles & Tablets",56
2020-12,South,TN,F,Others,1
2020-12,South,TN,F,Superstore,4
2020-12,South,TN,F,"Women's Fashion",11
2020-12,South,TN,M,Appliances,55
2020-12,South,TN,M,"Beauty & Grooming",8
2020-12,South,TN,M,Computing,10
2020-12,South,TN,M,Entertainment,19
2020-12,South,TN,M,"Health & Sports",2
2020-12,South,TN,M,"Home & Living",7
2020-12,South,TN,M,"Kids & Baby",8
2020-12,South,TN,M,"Men's Fashion",25
2020-12,South,TN,M,"Mobiles & Tablets",89
2020-12,South,TN,M,Soghaat,30
2020-12,South,TN,M,"Women's Fashion",8
2020-12,South,TX,F,Appliances,173
2020-12,South,TX,F,"Beauty & Grooming",14
2020-12,South,TX,F,Books,1
2020-12,South,TX,F,Computing,27
2020-12,South,TX,F,Entertainment,75
2020-12,South,TX,F,"Health & Sports",17
2020-12,South,TX,F,"Home & Living",32
2020-12,South,TX,F,"Kids & Baby",14
2020-12,South,TX,F,"Men's Fashion",93
2020-12,South,TX,F,"Mobiles & Tablets",198
2020-12,South,TX,F,Others,1
2020-12,South,TX,F,"School & Education",1
2020-12,South,TX,F,Soghaat,5
2020-12,South,TX,F,Superstore,7
2020-12,South,TX,F,"Women's Fashion",45
2020-12,South,TX,M,Appliances,140
2020-12,South,TX,M,"Beauty & Grooming",25
2020-12,South,TX,M,Computing,23
2020-12,South,TX,M,Entertainment,89
2020-12,South,TX,M,"Health & Sports",15
2020-12,South,TX,M,"Home & Living",95
2020-12,South,TX,M,"Kids & Baby",9
2020-12,South,TX,M,"Men's Fashion",79
2020-12,South,TX,M,"Mobiles & Tablets",288
2020-12,South,TX,M,"School & Education",2
2020-12,South,TX,M,Soghaat,6
2020-12,South,TX,M,Superstore,15
2020-12,South,TX,M,"Women's Fashion",49
2020-12,South,VA,F,Appliances,71
2020-12,South,VA,F,"Beauty & Grooming",13
2020-12,South,VA,F,Computing,24
2020-12,South,VA,F,Entertainment,16
2020-12,South,VA,F,"Health & Sports",3
2020-12,South,VA,F,"Home & Living",21
2020-12,South,VA,F,"Kids & Baby",5
2020-12,South,VA,F,"Men's Fashion",58
2020-12,South,VA,F,"Mobiles & Tablets",104
2020-12,South,VA,F,Soghaat,2
2020-12,South,VA,F,Superstore,3
2020-12,South,VA,F,"Women's Fashion",18
2020-12,South,VA,M,Appliances,93
2020-12,South,VA,M,"Beauty & Grooming",20
2020-12,South,VA,M,Computing,13
2020-12,South,VA,M,Entertainment,42
2020-12,South,VA,M,"Health & Sports",4
2020-12,South,VA,M,"Home & Living",17
2020-12,South,VA,M,"Kids & Baby",4
2020-12,South,VA,M,"Men's Fashion",43
2020-12,South,VA,M,"Mobiles & Tablets",76
2020-12,South,VA,M,Superstore,5
2020-12,South,VA,M,"Women's Fashion",19
2020-12,South,WV,F,Appliances,45
2020-12,South,WV,F,"Beauty & Grooming",8
2020-12,South,WV,F,Computing,8
2020-12,South,WV,F,Entertainment,29
2020-12,South,WV,F,"Health & Sports",5
2020-12,South,WV,F,"Home & Living",8
2020-12,South,WV,F,"Kids & Baby",3
2020-12,South,WV,F,"Men's Fashion",36
2020-12,South,WV,F,"Mobiles & Tablets",79
2020-12,South,WV,F,"School & Education",1
2020-12,South,WV,F,Soghaat,1
2020-12,South,WV,F,Superstore,6
2020-12,South,WV,F,"Women's Fashion",30
2020-12,South,WV,M,Appliances,87
