ym,region,state,category,gender,age_bin,order_cnt
2020-12,Midwest,MI,Appliances,M,60s,10
2020-12,Midwest,MI,Appliances,M,70+,10
2020-12,Midwest,MI,"Beauty & Grooming",F,10s,1
2020-12,Midwest,MI,"Beauty & Grooming",F,20s,6
2020-12,Midwest,MI,"Beauty & Grooming",F,30s,1
2020-12,Midwest,MI,"Beauty & Grooming",F,40s,4
2020-12,Midwest,MI,"Beauty & Grooming",F,50s,2
2020-12,Midwest,MI,"Beauty & Grooming",F,60s,2
2020-12,Midwest,MI,"Beauty & Grooming",F,70+,4
2020-12,Midwest,MI,"Beauty & Grooming",M,10s,1
2020-12,Midwest,MI,"Beauty & Grooming",M,20s,5
2020-12,Midwest,MI,"Beauty & Grooming",M,30s,2
2020-12,Midwest,MI,"Beauty & Grooming",M,40s,3
2020-12,Midwest,MI,"Beauty & Grooming",M,50s,3
2020-12,Midwest,MI,"Beauty & Grooming",M,60s,1
2020-12,Midwest,MI,"Beauty & Grooming",M,70+,1
2020-12,Midwest,MI,Books,F,60s,4
2020-12,Midwest,MI,Computing,F,30s,3
2020-12,Midwest,MI,Computing,F,40s,7
2020-12,Midwest,MI,Computing,F,50s,7
2020-12,Midwest,MI,Computing,F,60s,1
2020-12,Midwest,MI,Computing,F,70+,1
2020-12,Midwest,MI,Computing,M,20s,4
2020-12,Midwest,MI,Computing,M,30s,1
2020-12,Midwest,MI,Computing,M,40s,5
2020-12,Midwest,MI,Computing,M,50s,5
2020-12,Midwest,MI,Computing,M,70+,7
2020-12,Midwest,MI,Entertainment,F,10s,2
2020-12,Midwest,MI,Entertainment,F,20s,6
2020-12,Midwest,MI,Entertainment,F,30s,10
2020-12,Midwest,MI,Entertainment,F,40s,5
2020-12,Midwest,MI,Entertainment,F,50s,7
2020-12,Midwest,MI,Entertainment,F,60s,2
2020-12,Midwest,MI,Entertainment,F,70+,7
2020-12,Midwest,MI,Entertainment,M,10s,2
2020-12,Midwest,MI,Entertainment,M,20s,1
2020-12,Midwest,MI,Entertainment,M,30s,3
2020-12,Midwest,MI,Entertainment,M,40s,3
2020-12,Midwest,MI,Entertainment,M,50s,8
2020-12,Midwest,MI,Entertainment,M,60s,12
2020-12,Midwest,MI,Entertainment,M,70+,3
2020-12,Midwest,MI,"Health & Sports",F,20s,1
2020-12,Midwest,MI,"Health & Sports",F,30s,3
2020-12,Midwest,MI,"Home & Living",F,10s,1
2020-12,Midwest,MI,"Home & Living",F,20s,5
2020-12,Midwest,MI,"Home & Living",F,30s,1
2020-12,Midwest,MI,"Home & Living",F,40s,1
2020-12,Midwest,MI,"Home & Living",F,50s,3
2020-12,Midwest,MI,"Home & Living",F,60s,8
2020-12,Midwest,MI,"Home & Living",F,70+,5
2020-12,Midwest,MI,"Home & Living",M,20s,4
2020-12,Midwest,MI,"Home & Living",M,30s,1
2020-12,Midwest,MI,"Home & Living",M,40s,8
2020-12,Midwest,MI,"Home & Living",M,50s,2
2020-12,Midwest,MI,"Home & Living",M,60s,2
2020-12,Midwest,MI,"Home & Living",M,70+,3
2020-12,Midwest,MI,"Kids & Baby",F,50s,1
2020-12,Midwest,MI,"Kids & Baby",F,70+,2
2020-12,Midwest,MI,"Kids & Baby",M,20s,1
2020-12,Midwest,MI,"Kids & Baby",M,50s,1
2020-12,Midwest,MI,"Men's Fashion",F,10s,6
2020-12,Midwest,MI,"Men's Fashion",F,20s,8
2020-12,Midwest,MI,"Men's Fashion",F,30s,5
2020-12,Midwest,MI,"Men's Fashion",F,40s,2
2020-12,Midwest,MI,"Men's Fashion",F,50s,7
2020-12,Midwest,MI,"Men's Fashion",F,60s,7
2020-12,Midwest,MI,"Men's Fashion",F,70+,6
2020-12,Midwest,MI,"Men's Fashion",M,10s,1
2020-12,Midwest,MI,"Men's Fashion",M,20s,3
2020-12,Midwest,MI,"Men's Fashion",M,30s,3
2020-12,Midwest,MI,"Men's Fashion",M,40s,16
2020-12,Midwest,MI,"Men's Fashion",M,50s,7
2020-12,Midwest,MI,"Men's Fashion",M,60s,14
2020-12,Midwest,MI,"Men's Fashion",M,70+,4
2020-12,Midwest,MI,"Mobiles & Tablets",F,10s,2
2020-12,Midwest,MI,"Mobiles & Tablets",F,20s,15
2020-12,Midwest,MI,"Mobiles & Tablets",F,30s,13
2020-12,Midwest,MI,"Mobiles & Tablets",F,40s,16
2020-12,Midwest,MI,"Mobiles & Tablets",F,50s,7
2020-12,Midwest,MI,"Mobiles & Tablets",F,60s,7
2020-12,Midwest,MI,"Mobiles & Tablets",F,70+,3
2020-12,Midwest,MI,"Mobiles & Tablets",M,10s,3
2020-12,Midwest,MI,"Mobiles & Tablets",M,20s,11
2020-12,Midwest,MI,"Mobiles & Tablets",M,30s,11
2020-12,Midwest,MI,"Mobiles & Tablets",M,40s,14
2020-12,Midwest,MI,"Mobiles & Tablets",M,50s,18
2020-12,Midwest,MI,"Mobiles & Tablets",M,60s,5
2020-12,Midwest,MI,"Mobiles & Tablets",M,70+,16
2020-12,Midwest,MI,Superstore,F,10s,1
2020-12,Midwest,MI,Superstore,F,40s,1
2020-12,Midwest,MI,Superstore,F,50s,2
2020-12,Midwest,MI,"Women's Fashion",F,10s,1
2020-12,Midwest,MI,"Women's Fashion",F,20s,1
2020-12,Midwest,MI,"Women's Fashion",F,30s,1
2020-12,Midwest,MI,"Women's Fashion",F,40s,2
2020-12,Midwest,MI,"Women's Fashion",F,60s,2
2020-12,Midwest,MI,"Women's Fashion",F,70+,2
2020-12,Midwest,MI,"Women's Fashion",M,20s,9
2020-12,Midwest,MI,"Women's Fashion",M,40s,4
2020-12,Midwest,MI,"Women's Fashion",M,50s,1
2020-12,Midwest,MI,"Women's Fashion",M,60s,7
2020-12,Midwest,MN,Appliances,F,20s,17
2020-12,Midwest,MN,Appliances,F,30s,5
2020-12,Midwest,MN,Appliances,F,40s,9
2020-12,Midwest,MN,Appliances,F,50s,13
2020-12,Midwest,MN,Appliances,F,60s,10
2020-12,Midwest,MN,Appliances,F,70+,3
2020-12,Midwest,MN,Appliances,M,10s,4
2020-12,Midwest,MN,Appliances,M,20s,16
2020-12,Midwest,MN,Appliances,M,30s,15
2020-12,Midwest,MN,Appliances,M,40s,16
2020-12,Midwest,MN,Appliances,M,50s,13
2020-12,Midwest,MN,Appliances,M,60s,6
2020-12,Midwest,MN,Appliances,M,70+,10
2020-12,Midwest,MN,"Beauty & Grooming",F,30s,5
2020-12,Midwest,MN,"Beauty & Grooming",F,40s,1
2020-12,Midwest,MN,"Beauty & Grooming",F,50s,6
2020-12,Midwest,MN,"Beauty & Grooming",F,60s,1
2020-12,Midwest,MN,"Beauty & Grooming",F,70+,2
2020-12,Midwest,MN,"Beauty & Grooming",M,10s,8
2020-12,Midwest,MN,"Beauty & Grooming",M,20s,4
2020-12,Midwest,MN,"Beauty & Grooming",M,30s,1
2020-12,Midwest,MN,"Beauty & Grooming",M,50s,7
2020-12,Midwest,MN,"Beauty & Grooming",M,60s,1
2020-12,Midwest,MN,"Beauty & Grooming",M,70+,2
2020-12,Midwest,MN,Computing,F,20s,3
2020-12,Midwest,MN,Computing,F,30s,4
2020-12,Midwest,MN,Computing,F,40s,3
2020-12,Midwest,MN,Computing,F,50s,2
2020-12,Midwest,MN,Computing,M,40s,2
2020-12,Midwest,MN,Computing,M,60s,3
2020-12,Midwest,MN,Entertainment,F,20s,28
2020-12,Midwest,MN,Entertainment,F,30s,5
2020-12,Midwest,MN,Entertainment,F,40s,3
2020-12,Midwest,MN,Entertainment,F,50s,6
2020-12,Midwest,MN,Entertainment,F,60s,7
2020-12,Midwest,MN,Entertainment,F,70+,5
2020-12,Midwest,MN,Entertainment,M,10s,2
2020-12,Midwest,MN,Entertainment,M,20s,2
2020-12,Midwest,MN,Entertainment,M,30s,9
2020-12,Midwest,MN,Entertainment,M,40s,5
2020-12,Midwest,MN,Entertainment,M,50s,12
2020-12,Midwest,MN,Entertainment,M,60s,7
2020-12,Midwest,MN,Entertainment,M,70+,7
2020-12,Midwest,MN,"Health & Sports",M,20s,2
2020-12,Midwest,MN,"Health & Sports",M,50s,6
2020-12,Midwest,MN,"Health & Sports",M,60s,2
2020-12,Midwest,MN,"Health & Sports",M,70+,2
2020-12,Midwest,MN,"Home & Living",F,20s,3
2020-12,Midwest,MN,"Home & Living",F,30s,2
2020-12,Midwest,MN,"Home & Living",F,50s,5
2020-12,Midwest,MN,"Home & Living",F,70+,1
2020-12,Midwest,MN,"Home & Living",M,10s,1
2020-12,Midwest,MN,"Home & Living",M,20s,1
2020-12,Midwest,MN,"Home & Living",M,30s,3
2020-12,Midwest,MN,"Home & Living",M,40s,7
2020-12,Midwest,MN,"Home & Living",M,50s,4
2020-12,Midwest,MN,"Home & Living",M,60s,6
2020-12,Midwest,MN,"Home & Living",M,70+,4
2020-12,Midwest,MN,"Kids & Baby",F,30s,2
2020-12,Midwest,MN,"Kids & Baby",F,70+,2
2020-12,Midwest,MN,"Kids & Baby",M,40s,1
2020-12,Midwest,MN,"Kids & Baby",M,60s,4
2020-12,Midwest,MN,"Kids & Baby",M,70+,1
2020-12,Midwest,MN,"Men's Fashion",F,20s,3
2020-12,Midwest,MN,"Men's Fashion",F,30s,10
2020-12,Midwest,MN,"Men's Fashion",F,40s,3
2020-12,Midwest,MN,"Men's Fashion",F,50s,12
2020-12,Midwest,MN,"Men's Fashion",F,60s,15
2020-12,Midwest,MN,"Men's Fashion",F,70+,10
2020-12,Midwest,MN,"Men's Fashion",M,10s,9
2020-12,Midwest,MN,"Men's Fashion",M,20s,8
2020-12,Midwest,MN,"Men's Fashion",M,30s,5
2020-12,Midwest,MN,"Men's Fashion",M,40s,3
2020-12,Midwest,MN,"Men's Fashion",M,50s,4
2020-12,Midwest,MN,"Men's Fashion",M,60s,33
2020-12,Midwest,MN,"Men's Fashion",M,70+,2
2020-12,Midwest,MN,"Mobiles & Tablets",F,10s,17
2020-12,Midwest,MN,"Mobiles & Tablets",F,20s,24
2020-12,Midwest,MN,"Mobiles & Tablets",F,30s,19
2020-12,Midwest,MN,"Mobiles & Tablets",F,40s,20
2020-12,Midwest,MN,"Mobiles & Tablets",F,50s,21
2020-12,Midwest,MN,"Mobiles & Tablets",F,60s,8
2020-12,Midwest,MN,"Mobiles & Tablets",F,70+,8
2020-12,Midwest,MN,"Mobiles & Tablets",M,20s,17
2020-12,Midwest,MN,"Mobiles & Tablets",M,30s,15
2020-12,Midwest,MN,"Mobiles & Tablets",M,40s,14
2020-12,Midwest,MN,"Mobiles & Tablets",M,50s,21
2020-12,Midwest,MN,"Mobiles & Tablets",M,60s,3
2020-12,Midwest,MN,"Mobiles & Tablets",M,70+,8
2020-12,Midwest,MN,Others,F,30s,2
2020-12,Midwest,MN,Others,F,70+,1
2020-12,Midwest,MN,Others,M,20s,15
2020-12,Midwest,MN,Soghaat,F,20s,1
2020-12,Midwest,MN,Soghaat,F,70+,1
2020-12,Midwest,MN,Soghaat,M,20s,1
2020-12,Midwest,MN,Soghaat,M,60s,3
2020-12,Midwest,MN,Superstore,F,30s,12
2020-12,Midwest,MN,Superstore,F,60s,1
2020-12,Midwest,MN,Superstore,M,10s,8
2020-12,Midwest,MN,Superstore,M,20s,2
2020-12,Midwest,MN,Superstore,M,50s,8
2020-12,Midwest,MN,Superstore,M,70+,1
2020-12,Midwest,MN,"Women's Fashion",F,30s,2
2020-12,Midwest,MN,"Women's Fashion",F,40s,7
2020-12,Midwest,MN,"Women's Fashion",F,50s,4
2020-12,Midwest,MN,"Women's Fashion",F,60s,4
2020-12,Midwest,MN,"Women's Fashion",F,70+,5
2020-12,Midwest,MN,"Women's Fashion",M,20s,1
2020-12,Midwest,MN,"Women's Fashion",M,30s,3
2020-12,Midwest,MN,"Women's Fashion",M,40s,2
2020-12,Midwest,MN,"Women's Fashion",M,50s,2
2020-12,Midwest,MN,"Women's Fashion",M,60s,4
2020-12,Midwest,MN,"Women's Fashion",M,70+,6
2020-12,Midwest,MO,Appliances,F,10s,3
2020-12,Midwest,MO,Appliances,F,20s,7
2020-12,Midwest,MO,Appliances,F,30s,7
2020-12,Midwest,MO,Appliances,F,40s,8
2020-12,Midwest,MO,Appliances,F,50s,8
2020-12,Midwest,MO,Appliances,F,60s,19
2020-12,Midwest,MO,Appliances,F,70+,2
2020-12,Midwest,MO,Appliances,M,10s,2
2020-12,Midwest,MO,Appliances,M,20s,24
2020-12,Midwest,MO,Appliances,M,30s,17
2020-12,Midwest,MO,Appliances,M,40s,10
2020-12,Midwest,MO,Appliances,M,50s,14
2020-12,Midwest,MO,Appliances,M,60s,21
2020-12,Midwest,MO,Appliances,M,70+,5
2020-12,Midwest,MO,"Beauty & Grooming",F,10s,1
2020-12,Midwest,MO,"Beauty & Grooming",F,20s,1
2020-12,Midwest,MO,"Beauty & Grooming",F,40s,1
2020-12,Midwest,MO,"Beauty & Grooming",F,50s,3
2020-12,Midwest,MO,"Beauty & Grooming",F,70+,3
2020-12,Midwest,MO,"Beauty & Grooming",M,20s,6
2020-12,Midwest,MO,"Beauty & Grooming",M,30s,1
2020-12,Midwest,MO,"Beauty & Grooming",M,40s,4
2020-12,Midwest,MO,"Beauty & Grooming",M,50s,7
2020-12,Midwest,MO,"Beauty & Grooming",M,60s,2
2020-12,Midwest,MO,Computing,F,20s,6
2020-12,Midwest,MO,Computing,F,30s,2
2020-12,Midwest,MO,Computing,F,40s,9
2020-12,Midwest,MO,Computing,F,50s,11
2020-12,Midwest,MO,Computing,F,60s,4
2020-12,Midwest,MO,Computing,M,20s,7
2020-12,Midwest,MO,Computing,M,50s,1
2020-12,Midwest,MO,Computing,M,60s,1
2020-12,Midwest,MO,Computing,M,70+,1
2020-12,Midwest,MO,Entertainment,F,20s,3
2020-12,Midwest,MO,Entertainment,F,30s,10
2020-12,Midwest,MO,Entertainment,F,40s,6
2020-12,Midwest,MO,Entertainment,F,50s,4
2020-12,Midwest,MO,Entertainment,F,60s,3
2020-12,Midwest,MO,Entertainment,M,10s,3
2020-12,Midwest,MO,Entertainment,M,20s,14
2020-12,Midwest,MO,Entertainment,M,40s,5
2020-12,Midwest,MO,Entertainment,M,50s,7
2020-12,Midwest,MO,Entertainment,M,60s,6
2020-12,Midwest,MO,"Health & Sports",F,60s,3
2020-12,Midwest,MO,"Health & Sports",M,20s,2
2020-12,Midwest,MO,"Health & Sports",M,30s,3
2020-12,Midwest,MO,"Health & Sports",M,40s,1
2020-12,Midwest,MO,"Health & Sports",M,50s,2
2020-12,Midwest,MO,"Home & Living",F,10s,1
2020-12,Midwest,MO,"Home & Living",F,20s,2
2020-12,Midwest,MO,"Home & Living",F,40s,2
2020-12,Midwest,MO,"Home & Living",F,50s,5
2020-12,Midwest,MO,"Home & Living",F,60s,1
2020-12,Midwest,MO,"Home & Living",M,20s,1
2020-12,Midwest,MO,"Home & Living",M,30s,1
2020-12,Midwest,MO,"Home & Living",M,40s,3
2020-12,Midwest,MO,"Home & Living",M,50s,2
2020-12,Midwest,MO,"Home & Living",M,60s,4
2020-12,Midwest,MO,"Home & Living",M,70+,1
2020-12,Midwest,MO,"Kids & Baby",F,20s,1
2020-12,Midwest,MO,"Kids & Baby",F,40s,1
2020-12,Midwest,MO,"Kids & Baby",F,50s,3
2020-12,Midwest,MO,"Kids & Baby",M,20s,1
2020-12,Midwest,MO,"Kids & Baby",M,30s,1
2020-12,Midwest,MO,"Kids & Baby",M,40s,1
2020-12,Midwest,MO,"Kids & Baby",M,50s,2
2020-12,Midwest,MO,"Kids & Baby",M,60s,4
2020-12,Midwest,MO,"Men's Fashion",F,10s,1
2020-12,Midwest,MO,"Men's Fashion",F,20s,13
2020-12,Midwest,MO,"Men's Fashion",F,30s,3
2020-12,Midwest,MO,"Men's Fashion",F,40s,4
2020-12,Midwest,MO,"Men's Fashion",F,50s,11
2020-12,Midwest,MO,"Men's Fashion",F,60s,9
2020-12,Midwest,MO,"Men's Fashion",F,70+,3
2020-12,Midwest,MO,"Men's Fashion",M,10s,4
2020-12,Midwest,MO,"Men's Fashion",M,20s,8
2020-12,Midwest,MO,"Men's Fashion",M,30s,4
2020-12,Midwest,MO,"Men's Fashion",M,40s,4
2020-12,Midwest,MO,"Men's Fashion",M,50s,9
2020-12,Midwest,MO,"Men's Fashion",M,60s,10
2020-12,Midwest,MO,"Men's Fashion",M,70+,3
2020-12,Midwest,MO,"Mobiles & Tablets",F,10s,5
2020-12,Midwest,MO,"Mobiles & Tablets",F,20s,11
2020-12,Midwest,MO,"Mobiles & Tablets",F,30s,10
2020-12,Midwest,MO,"Mobiles & Tablets",F,40s,22
2020-12,Midwest,MO,"Mobiles & Tablets",F,50s,13
2020-12,Midwest,MO,"Mobiles & Tablets",F,60s,14
2020-12,Midwest,MO,"Mobiles & Tablets",F,70+,6
2020-12,Midwest,MO,"Mobiles & Tablets",M,10s,1
2020-12,Midwest,MO,"Mobiles & Tablets",M,20s,24
2020-12,Midwest,MO,"Mobiles & Tablets",M,30s,15
2020-12,Midwest,MO,"Mobiles & Tablets",M,40s,30
2020-12,Midwest,MO,"Mobiles & Tablets",M,50s,30
2020-12,Midwest,MO,"Mobiles & Tablets",M,60s,14
2020-12,Midwest,MO,"Mobiles & Tablets",M,70+,15
2020-12,Midwest,MO,Others,M,40s,1
2020-12,Midwest,MO,Others,M,60s,2
2020-12,Midwest,MO,"School & Education",F,50s,2
2020-12,Midwest,MO,"School & Education",F,70+,1
2020-12,Midwest,MO,"School & Education",M,20s,1
2020-12,Midwest,MO,Soghaat,F,70+,1
2020-12,Midwest,MO,Soghaat,M,20s,2
2020-12,Midwest,MO,Soghaat,M,50s,8
2020-12,Midwest,MO,Soghaat,M,60s,1
2020-12,Midwest,MO,Soghaat,M,70+,1
2020-12,Midwest,MO,Superstore,F,20s,1
2020-12,Midwest,MO,Superstore,F,70+,2
2020-12,Midwest,MO,Superstore,M,20s,2
2020-12,Midwest,MO,Superstore,M,40s,1
2020-12,Midwest,MO,Superstore,M,50s,12
2020-12,Midwest,MO,Superstore,M,60s,1
2020-12,Midwest,MO,Superstore,M,70+,1
2020-12,Midwest,MO,"Women's Fashion",F,10s,1
2020-12,Midwest,MO,"Women's Fashion",F,20s,3
2020-12,Midwest,MO,"Women's Fashion",F,30s,2
2020-12,Midwest,MO,"Women's Fashion",F,40s,1
2020-12,Midwest,MO,"Women's Fashion",F,50s,1
2020-12,Midwest,MO,"Women's Fashion",F,70+,2
2020-12,Midwest,MO,"Women's Fashion",M,20s,2
2020-12,Midwest,MO,"Women's Fashion",M,30s,9
2020-12,Midwest,MO,"Women's Fashion",M,40s,1
2020-12,Midwest,MO,"Women's Fashion",M,50s,8
2020-12,Midwest,MO,"Women's Fashion",M,60s,3
2020-12,Midwest,MO,"Women's Fashion",M,70+,1
2020-12,Midwest,ND,Appliances,F,10s,2
2020-12,Midwest,ND,Appliances,F,20s,1
2020-12,Midwest,ND,Appliances,F,30s,3
2020-12,Midwest,ND,Appliances,F,40s,7
2020-12,Midwest,ND,Appliances,F,50s,6
2020-12,Midwest,ND,Appliances,F,60s,9
2020-12,Midwest,ND,Appliances,M,30s,4
2020-12,Midwest,ND,Appliances,M,40s,8
2020-12,Midwest,ND,Appliances,M,50s,3
2020-12,Midwest,ND,Appliances,M,60s,1
2020-12,Midwest,ND,Appliances,M,70+,3
2020-12,Midwest,ND,"Beauty & Grooming",F,10s,2
2020-12,Midwest,ND,"Beauty & Grooming",F,30s,1
2020-12,Midwest,ND,Computing,F,20s,6
2020-12,Midwest,ND,Computing,F,30s,1
2020-12,Midwest,ND,Computing,F,60s,2
2020-12,Midwest,ND,Computing,M,50s,6
2020-12,Midwest,ND,Computing,M,60s,1
2020-12,Midwest,ND,Entertainment,F,20s,10
2020-12,Midwest,ND,Entertainment,F,30s,1
2020-12,Midwest,ND,Entertainment,F,40s,1
2020-12,Midwest,ND,Entertainment,F,50s,2
2020-12,Midwest,ND,Entertainment,F,70+,1
2020-12,Midwest,ND,Entertainment,M,20s,3
2020-12,Midwest,ND,Entertainment,M,30s,3
2020-12,Midwest,ND,Entertainment,M,50s,8
2020-12,Midwest,ND,Entertainment,M,60s,4
2020-12,Midwest,ND,"Health & Sports",F,30s,1
2020-12,Midwest,ND,"Home & Living",F,20s,1
2020-12,Midwest,ND,"Home & Living",F,40s,5
2020-12,Midwest,ND,"Home & Living",M,30s,2
2020-12,Midwest,ND,"Home & Living",M,40s,1
2020-12,Midwest,ND,"Kids & Baby",M,30s,1
2020-12,Midwest,ND,"Kids & Baby",M,40s,1
2020-12,Midwest,ND,"Men's Fashion",F,20s,1
2020-12,Midwest,ND,"Men's Fashion",F,30s,4
2020-12,Midwest,ND,"Men's Fashion",F,40s,7
2020-12,Midwest,ND,"Men's Fashion",F,60s,4
2020-12,Midwest,ND,"Men's Fashion",M,20s,4
2020-12,Midwest,ND,"Men's Fashion",M,30s,1
2020-12,Midwest,ND,"Men's Fashion",M,40s,2
2020-12,Midwest,ND,"Men's Fashion",M,50s,1
2020-12,Midwest,ND,"Mobiles & Tablets",F,10s,5
2020-12,Midwest,ND,"Mobiles & Tablets",F,20s,5
2020-12,Midwest,ND,"Mobiles & Tablets",F,40s,15
2020-12,Midwest,ND,"Mobiles & Tablets",F,50s,3
2020-12,Midwest,ND,"Mobiles & Tablets",F,60s,15
2020-12,Midwest,ND,"Mobiles & Tablets",F,70+,3
2020-12,Midwest,ND,"Mobiles & Tablets",M,10s,2
2020-12,Midwest,ND,"Mobiles & Tablets",M,20s,9
2020-12,Midwest,ND,"Mobiles & Tablets",M,30s,2
2020-12,Midwest,ND,"Mobiles & Tablets",M,40s,5
2020-12,Midwest,ND,"Mobiles & Tablets",M,50s,4
2020-12,Midwest,ND,"Mobiles & Tablets",M,60s,1
2020-12,Midwest,ND,"Mobiles & Tablets",M,70+,2
2020-12,Midwest,ND,Superstore,F,60s,1
2020-12,Midwest,ND,Superstore,M,40s,1
2020-12,Midwest,ND,"Women's Fashion",F,40s,6
2020-12,Midwest,ND,"Women's Fashion",F,60s,1
2020-12,Midwest,ND,"Women's Fashion",M,30s,1
2020-12,Midwest,ND,"Women's Fashion",M,60s,1
2020-12,Midwest,NE,Appliances,F,10s,5
2020-12,Midwest,NE,Appliances,F,20s,5
2020-12,Midwest,NE,Appliances,F,30s,1
2020-12,Midwest,NE,Appliances,F,40s,9
2020-12,Midwest,NE,Appliances,F,50s,2
2020-12,Midwest,NE,Appliances,F,60s,4
2020-12,Midwest,NE,Appliances,M,10s,1
2020-12,Midwest,NE,Appliances,M,20s,3
2020-12,Midwest,NE,Appliances,M,30s,28
2020-12,Midwest,NE,Appliances,M,40s,6
2020-12,Midwest,NE,Appliances,M,50s,4
2020-12,Midwest,NE,Appliances,M,60s,3
2020-12,Midwest,NE,"Beauty & Grooming",F,30s,2
2020-12,Midwest,NE,"Beauty & Grooming",F,40s,1
2020-12,Midwest,NE,"Beauty & Grooming",F,70+,1
2020-12,Midwest,NE,"Beauty & Grooming",M,30s,1
2020-12,Midwest,NE,"Beauty & Grooming",M,40s,2
2020-12,Midwest,NE,Books,F,70+,1
2020-12,Midwest,NE,Computing,F,40s,1
2020-12,Midwest,NE,Computing,M,10s,1
2020-12,Midwest,NE,Computing,M,20s,1
2020-12,Midwest,NE,Computing,M,30s,1
2020-12,Midwest,NE,Computing,M,60s,3
2020-12,Midwest,NE,Computing,M,70+,6
2020-12,Midwest,NE,Entertainment,F,20s,1
2020-12,Midwest,NE,Entertainment,F,30s,3
2020-12,Midwest,NE,Entertainment,F,50s,4
2020-12,Midwest,NE,Entertainment,F,60s,3
2020-12,Midwest,NE,Entertainment,M,10s,1
2020-12,Midwest,NE,Entertainment,M,30s,2
2020-12,Midwest,NE,Entertainment,M,40s,7
2020-12,Midwest,NE,Entertainment,M,50s,2
2020-12,Midwest,NE,Entertainment,M,60s,10
2020-12,Midwest,NE,"Health & Sports",F,30s,1
2020-12,Midwest,NE,"Health & Sports",M,50s,2
2020-12,Midwest,NE,"Health & Sports",M,70+,1
2020-12,Midwest,NE,"Home & Living",F,40s,1
2020-12,Midwest,NE,"Home & Living",F,60s,2
2020-12,Midwest,NE,"Home & Living",M,50s,5
2020-12,Midwest,NE,"Home & Living",M,60s,1
2020-12,Midwest,NE,"Home & Living",M,70+,1
2020-12,Midwest,NE,"Kids & Baby",F,30s,1
2020-12,Midwest,NE,"Kids & Baby",M,40s,1
2020-12,Midwest,NE,"Men's Fashion",F,30s,4
2020-12,Midwest,NE,"Men's Fashion",F,40s,5
2020-12,Midwest,NE,"Men's Fashion",F,50s,2
2020-12,Midwest,NE,"Men's Fashion",F,60s,6
2020-12,Midwest,NE,"Men's Fashion",F,70+,1
2020-12,Midwest,NE,"Men's Fashion",M,10s,4
2020-12,Midwest,NE,"Men's Fashion",M,20s,9
2020-12,Midwest,NE,"Men's Fashion",M,30s,6
2020-12,Midwest,NE,"Men's Fashion",M,40s,4
2020-12,Midwest,NE,"Men's Fashion",M,50s,5
2020-12,Midwest,NE,"Men's Fashion",M,60s,3
2020-12,Midwest,NE,"Men's Fashion",M,70+,1
2020-12,Midwest,NE,"Mobiles & Tablets",F,20s,2
2020-12,Midwest,NE,"Mobiles & Tablets",F,30s,3
2020-12,Midwest,NE,"Mobiles & Tablets",F,40s,4
2020-12,Midwest,NE,"Mobiles & Tablets",F,50s,7
2020-12,Midwest,NE,"Mobiles & Tablets",F,60s,6
2020-12,Midwest,NE,"Mobiles & Tablets",F,70+,7
2020-12,Midwest,NE,"Mobiles & Tablets",M,10s,3
2020-12,Midwest,NE,"Mobiles & Tablets",M,20s,9
2020-12,Midwest,NE,"Mobiles & Tablets",M,30s,3
2020-12,Midwest,NE,"Mobiles & Tablets",M,40s,6
2020-12,Midwest,NE,"Mobiles & Tablets",M,50s,17
2020-12,Midwest,NE,"Mobiles & Tablets",M,60s,12
2020-12,Midwest,NE,"Mobiles & Tablets",M,70+,8
2020-12,Midwest,NE,Soghaat,M,50s,1
2020-12,Midwest,NE,"Women's Fashion",F,20s,3
2020-12,Midwest,NE,"Women's Fashion",F,30s,2
2020-12,Midwest,NE,"Women's Fashion",F,40s,2
2020-12,Midwest,NE,"Women's Fashion",F,50s,2
2020-12,Midwest,NE,"Women's Fashion",F,60s,3
2020-12,Midwest,NE,"Women's Fashion",F,70+,1
2020-12,Midwest,NE,"Women's Fashion",M,30s,1
2020-12,Midwest,NE,"Women's Fashion",M,50s,4
2020-12,Midwest,OH,Appliances,F,10s,6
2020-12,Midwest,OH,Appliances,F,20s,16
2020-12,Midwest,OH,Appliances,F,30s,20
2020-12,Midwest,OH,Appliances,F,40s,12
2020-12,Midwest,OH,Appliances,F,50s,25
2020-12,Midwest,OH,Appliances,F,60s,13
2020-12,Midwest,OH,Appliances,F,70+,3
2020-12,Midwest,OH,Appliances,M,10s,5
2020-12,Midwest,OH,Appliances,M,20s,12
2020-12,Midwest,OH,Appliances,M,30s,13
2020-12,Midwest,OH,Appliances,M,40s,10
2020-12,Midwest,OH,Appliances,M,50s,23
2020-12,Midwest,OH,Appliances,M,60s,13
2020-12,Midwest,OH,Appliances,M,70+,3
2020-12,Midwest,OH,"Beauty & Grooming",F,20s,8
2020-12,Midwest,OH,"Beauty & Grooming",F,30s,2
2020-12,Midwest,OH,"Beauty & Grooming",F,40s,4
2020-12,Midwest,OH,"Beauty & Grooming",F,60s,4
2020-12,Midwest,OH,"Beauty & Grooming",M,10s,1
2020-12,Midwest,OH,"Beauty & Grooming",M,20s,9
2020-12,Midwest,OH,"Beauty & Grooming",M,30s,1
2020-12,Midwest,OH,"Beauty & Grooming",M,40s,8
2020-12,Midwest,OH,"Beauty & Grooming",M,60s,1
2020-12,Midwest,OH,"Beauty & Grooming",M,70+,1
2020-12,Midwest,OH,Books,M,50s,1
