stockCode,ym,avg_order_cnt,ATV
21588,2011-01,1.0000,18.225
21588,2011-02,1.0000,19.549999999999997
21588,2011-03,1.0000,12.75
21588,2011-04,1.0000,21.25
21588,2011-05,1.0000,17.849999999999998
21589,2011-01,1.0000,0
21591,2010-12,1.0000,9.6875
21591,2011-02,1.0000,5
21591,2011-03,1.0000,3.9285714285714284
21591,2011-04,1.0000,2.0833333333333335
21591,2011-05,1.0000,11.25
21592,2010-12,1.1176,8.552631578947368
21592,2011-01,1.0000,9.444444444444445
21592,2011-02,1.0000,15.357142857142858
21592,2011-03,1.0000,19.043333333333337
21592,2011-04,1.1250,9.305555555555555
21592,2011-05,1.0000,8.875
21594,2010-12,1.0000,4.21
21594,2011-01,1.0000,4.13
21595,2010-12,3.0000,5.646666666666667
21609,2010-12,1.0000,11.309166666666668
21609,2011-01,1.0000,38.99999999999999
21609,2011-02,1.0000,22.932222222222226
21609,2011-03,1.0000,11.299166666666672
21609,2011-04,1.0000,72.01666666666667
21609,2011-05,1.0000,44.12083333333334
21613,2010-12,1.0000,11.310000000000002
21613,2011-01,1.0000,11.062500000000002
21613,2011-02,1.0000,19.648333333333337
21613,2011-03,1.1000,14.461818181818186
21613,2011-04,1.0000,14.012500000000001
21613,2011-05,1.0000,18.683333333333334
21614,2011-03,2.0000,2.895
21614,2011-04,1.0000,15.733333333333334
21614,2011-05,1.0000,20.060000000000002
21615,2010-12,1.0000,15.358571428571429
21615,2011-01,2.4286,11.902941176470588
21615,2011-02,1.0000,3.75
21615,2011-03,1.0000,7.46
21615,2011-04,1.0000,45
21615,2011-05,1.0000,10
21616,2010-12,1.0000,10.833333333333334
21616,2011-01,2.5000,11.659333333333334
21616,2011-02,1.0000,13.125
21616,2011-03,1.0000,11.25
21616,2011-05,1.0000,7.5
21617,2010-12,1.0000,16.25
21617,2011-01,2.3333,10.924761904761906
21617,2011-02,1.0000,7.5
21617,2011-03,1.0000,10.25
21617,2011-04,1.0000,10
21617,2011-05,1.0000,9.375
21618,2010-12,1.6667,9.032
21618,2011-01,3.6000,9.721666666666668
21618,2011-02,1.0000,11.24
21618,2011-03,1.0000,11.24
21618,2011-04,1.0000,3.75
21618,2011-05,1.0000,7.5
21619,2010-12,1.1429,14.86375
21619,2011-01,3.4000,7.781764705882351
21619,2011-02,1.0000,9.375
21619,2011-03,1.0000,10
21619,2011-04,1.0000,22.5
21619,2011-05,1.0000,9.375
21620,2010-12,1.2857,11.555555555555555
21620,2011-01,2.8750,7.813478260869563
21620,2011-02,1.0000,3.75
21620,2011-03,1.0000,16.5
21620,2011-04,1.0000,0
21620,2011-05,1.0000,11.25
21621,2010-12,1.1000,26.84909090909091
21621,2011-01,1.2759,106.04837837837839
21621,2011-02,1.3077,48.055294117647065
21621,2011-03,1.7391,132.48325000000003
21621,2011-04,10.0000,49.224999999999994
21621,2011-05,1.1200,50.99803571428572
21622,2010-12,1.3333,23.1925
21622,2011-01,1.4286,15.951000000000002
21622,2011-02,1.0000,17.325000000000003
21622,2011-03,1.0833,19.740000000000002
21622,2011-04,1.1667,25.33714285714286
21622,2011-05,1.0000,19.8
21623,2010-12,1.2308,218.7384374999999
21623,2011-01,1.0000,17.180714285714284
21623,2011-02,1.0625,400.6111764705881
21623,2011-03,1.1481,88.42645161290322
21623,2011-04,1.0556,28.47947368421052
21623,2011-05,1.0000,64.49090909090908
21624,2010-12,1.4444,12.806153846153846
21624,2011-01,1.0000,12.886666666666668
21624,2011-02,1.0000,13.09
21624,2011-03,1.0000,16.130714285714284
21624,2011-04,1.0000,14.280000000000001
21624,2011-05,1.0000,29.346666666666664
21625,2010-12,1.5455,17.419999999999998
21625,2011-01,2.8000,15.706428571428571
21625,2011-02,1.2000,20.32833333333333
21625,2011-03,1.0625,16.36647058823529
21625,2011-04,1.1667,21.87571428571428
21625,2011-05,1.2000,14.536666666666667
21626,2010-12,2.5000,8.048
21626,2011-01,1.0000,16.575
21626,2011-02,1.0000,24.398000000000003
21626,2011-03,1.2917,19.81806451612903
21626,2011-04,1.4737,13.400714285714283
21626,2011-05,1.6000,10.08375
21627,2010-12,1.7500,25.56571428571428
21627,2011-01,1.5000,24.673333333333336
21627,2011-02,2.0000,29.17
21627,2011-03,1.6667,23.482000000000003
21627,2011-04,1.5000,24.430000000000003
21627,2011-05,1.0000,22.2425
21628,2010-12,1.0000,29.845
21628,2011-01,1.5000,24.636666666666667
21628,2011-03,1.0000,14.95
21628,2011-04,3.0000,26.8
21628,2011-05,2.0000,43.755
21629,2010-12,1.0000,7.95
21629,2011-01,1.0000,7.95
21629,2011-02,1.0000,47.7
21629,2011-03,1.0000,7.95
21629,2011-04,1.0000,11.87
21629,2011-05,1.0000,15.844999999999999
21630,2010-12,1.5000,15.30666666666667
21630,2011-01,1.0000,13.522499999999999
21630,2011-02,1.0000,8.95
21630,2011-03,1.0000,8.95
21630,2011-04,1.0000,18.29
21630,2011-05,1.0000,18.095
21631,2010-12,1.2500,36.926
21631,2011-01,1.8889,31.345882352941175
21631,2011-03,1.0000,25.5
21631,2011-05,1.0000,19.125
21632,2010-12,1.2500,35.232000000000006
21632,2011-01,7.0000,14.932380952380955
21633,2010-12,1.0000,36.405
21633,2011-01,4.2500,21.902352941176474
21633,2011-02,1.0000,19.125
21633,2011-04,1.0000,16.82
21634,2010-12,3.0000,2.51
21634,2011-03,1.0000,15.82
21634,2011-04,1.0000,30
21634,2011-05,1.0000,30
21635,2010-12,1.0000,9.375
21635,2011-02,1.0000,22.5
21635,2011-03,1.0000,5.605
21636,2011-02,1.0000,15.299999999999999
21636,2011-03,1.0000,7.6499999999999995
21637,2011-03,1.0000,22.5
21637,2011-04,1.0000,0
21637,2011-05,1.0000,45
21638,2010-12,1.8000,9.10888888888889
21638,2011-02,1.0000,3.1500000000000004
21638,2011-03,1.3333,8.3475
21638,2011-05,1.0000,25.200000000000003
21640,2010-12,1.7143,2.813333333333333
21640,2011-01,1.3333,12.049999999999999
21640,2011-02,2.0000,7.913333333333333
21640,2011-03,1.2500,18.308
21640,2011-04,1.3333,7.865
21640,2011-05,1.0000,5.914999999999999
21641,2010-12,11.0000,2.2636363636363637
21641,2011-01,1.0000,1.66
21641,2011-02,2.0000,6.471666666666667
21641,2011-03,1.0000,11.014999999999999
21641,2011-04,1.5000,6.846666666666667
21641,2011-05,1.0000,1.24
21642,2010-12,2.4000,2.5875
21642,2011-01,1.0000,20.4
21642,2011-03,1.0000,14.874999999999998
21642,2011-05,1.0000,40.8
21643,2010-12,3.7500,5.264666666666666
21643,2011-01,2.0000,8.757499999999999
21643,2011-02,1.6667,9.96
21643,2011-03,1.2500,18.444
21643,2011-04,1.0000,15
21643,2011-05,1.0000,8.73
21644,2010-12,1.1429,6.25
21644,2011-01,1.0000,15
21644,2011-02,1.0000,8
21644,2011-03,1.0000,10
21644,2011-04,1.0000,1.25
21644,2011-05,1.0000,7.083333333333333
21645,2011-01,1.0000,0
21647,2010-12,1.1000,6.49090909090909
21647,2011-03,1.0000,25.200000000000003
21648,2010-12,3.6667,14.891818181818183
21648,2011-02,1.0000,30
21648,2011-03,1.0000,15.625
21648,2011-04,1.0000,3.75
21648,2011-05,1.0000,20
21650,2010-12,2.0000,5.33
21650,2011-01,4.6000,3.665217391304349
21650,2011-03,1.3333,5.777500000000001
21650,2011-05,1.0000,14.88
21651,2010-12,1.2857,21.14666666666666
21651,2011-01,1.0000,6.6
21651,2011-02,1.0000,3.8499999999999996
21653,2010-12,1.0000,0
21654,2010-12,1.0000,8.7
21654,2011-01,1.3333,4.9075
21654,2011-02,1.0000,8.198
21654,2011-03,1.2500,6.401999999999999
21654,2011-04,1.7143,12.012500000000001
21654,2011-05,1.1250,8.674444444444445
21655,2011-01,1.0000,20.28
21655,2011-02,1.0000,20.28
21656,2010-12,2.0000,5.6116666666666655
21656,2011-01,2.2500,22.021111111111107
21656,2011-02,1.5000,5.576666666666667
21656,2011-03,1.8333,8.44090909090909
21656,2011-04,3.5000,5.939285714285712
21656,2011-05,2.0000,1.63
21657,2010-12,1.1250,13.95888888888889
21657,2011-01,1.2500,14.006
21657,2011-02,1.0000,9.266666666666667
21658,2010-12,2.5000,18.560666666666677
21658,2011-01,1.7143,18.275555555555556
21658,2011-02,1.8235,22.42193548387096
21658,2011-03,1.6316,11.91774193548387
21658,2011-04,1.2857,15.161666666666665
21658,2011-05,1.4706,15.909200000000006
21661,2010-12,1.0000,0
21661,2011-01,1.0000,2.975
21661,2011-02,1.0000,3.966666666666667
21662,2010-12,2.3333,48.39571428571429
21662,2011-01,1.0000,14.605
21662,2011-02,1.2500,12.414000000000001
21662,2011-03,1.0000,9.826666666666668
21662,2011-04,1.0000,5.95
21662,2011-05,1.0000,5.95
21664,2010-12,1.0000,37.745
21664,2011-01,1.0000,8.75
21664,2011-02,1.0000,3.75
21664,2011-03,1.0000,5
21664,2011-04,1.5000,7.5
21664,2011-05,1.0000,15
21666,2010-12,1.0000,6.265000000000001
21666,2011-01,1.0000,3.9000000000000004
21666,2011-02,1.0000,5.526000000000001
21666,2011-03,2.0000,2.445
21666,2011-04,1.0000,5.136000000000001
21666,2011-05,1.0000,18.200000000000003
21667,2011-01,2.5000,5.9799999999999995
21668,2010-12,1.5833,9.44421052631579
21668,2011-01,1.7308,16.43488888888889
21668,2011-02,1.3333,19.385624999999997
21668,2011-03,1.3333,21.494444444444444
21668,2011-04,1.4500,14.214137931034484
21668,2011-05,1.3448,15.418205128205127
21669,2010-12,1.3333,11.7315
21669,2011-01,1.7826,12.61219512195122
21669,2011-02,1.2414,20.650277777777777
21669,2011-03,1.3103,22.191842105263156
21669,2011-04,1.2692,18.696969696969695
21669,2011-05,1.2800,14.475312499999998
21670,2010-12,1.5385,19.522
21670,2011-01,1.5833,11.826315789473684
21670,2011-02,1.3750,13.79121212121212
21670,2011-03,1.0769,23.44464285714286
21670,2011-04,1.5000,13.287
21670,2011-05,1.2222,16.560454545454544
21671,2010-12,1.4667,17.299545454545452
21671,2011-01,1.5000,14.139000000000001
21671,2011-02,1.4000,20.44257142857143
21671,2011-03,1.2857,15.257777777777777
21671,2011-04,1.2143,19.001470588235293
21671,2011-05,1.3182,12.720344827586208
21672,2010-12,1.6429,17.812173913043477
21672,2011-01,1.7000,14.90058823529412
21672,2011-02,1.9565,20.583333333333332
21672,2011-03,1.2917,17.16774193548387
21672,2011-04,1.2500,17.0908
21672,2011-05,1.2083,20.06931034482758
21673,2010-12,1.6250,20.429230769230767
21673,2011-01,1.7200,11.726976744186045
21673,2011-02,1.3043,19.826666666666668
21673,2011-03,1.2105,19.99521739130435
21673,2011-04,1.4444,11.932692307692308
21673,2011-05,1.2963,18.52885714285714
21675,2010-12,2.1667,4.926153846153846
21675,2011-01,5.7500,3.64
21675,2011-02,1.0000,6.782499999999999
21675,2011-03,1.0000,6.363333333333334
21675,2011-04,1.4000,4.574285714285714
21675,2011-05,1.3333,8.66875
21676,2010-12,1.5000,5.073333333333333
21676,2011-01,6.5000,1.682307692307692
21676,2011-02,1.0000,2.09
21676,2011-03,1.0000,5.383333333333333
21676,2011-04,1.0000,4.18
21676,2011-05,1.1667,7.225714285714287
21677,2010-12,1.3333,5.758124999999999
21677,2011-01,2.2500,4.563703703703704
21677,2011-02,1.1667,7.984285714285714
21677,2011-03,1.0000,7.791666666666668
21677,2011-04,1.0000,8.16
21677,2011-05,1.0000,5.1
21678,2010-12,1.0000,2.5366666666666666
21678,2011-01,9.0000,1.1544444444444446
21678,2011-03,1.0000,1.24
21678,2011-04,1.0000,5.1
21678,2011-05,1.0000,7.6499999999999995
21679,2010-12,2.0000,5.253571428571428
21679,2011-01,1.2222,12.473636363636361
21679,2011-02,1.3333,4.74625
21679,2011-03,1.0000,7.179999999999999
21679,2011-04,1.6667,4.0379999999999985
21679,2011-05,1.5000,7.863333333333333
21680,2010-12,1.5714,8.56272727272727
21680,2011-01,1.0000,10.476666666666667
21680,2011-02,1.0000,7.933333333333333
21680,2011-03,2.0000,4.995
21680,2011-04,1.7500,5.535714285714286
21680,2011-05,1.0000,12.095
21681,2011-02,1.0000,9.95
21681,2011-04,1.0000,0
21682,2010-12,1.0000,19.8
21682,2011-01,1.3333,12.405000000000001
21682,2011-02,1.0000,14.865
21682,2011-03,1.0000,19.8
21682,2011-04,1.0000,12.375
21682,2011-05,1.0000,19.8
21683,2010-12,1.0000,19.17666666666667
21683,2011-01,1.0000,15.487500000000002
21683,2011-02,1.0000,8.850000000000001
21683,2011-03,1.0000,12.958000000000002
21683,2011-04,1.0000,16.962500000000002
21683,2011-05,1.0000,17.700000000000003
21684,2010-12,1.2000,13.155000000000001
21684,2011-01,1.0000,10.2
21684,2011-02,1.0000,116.05
21684,2011-03,1.0000,1.7
21684,2011-04,1.0000,1.275
21684,2011-05,1.0000,10.2
21686,2010-12,1.0000,39.95
21686,2011-01,1.0000,59.925000000000004
21686,2011-02,1.0000,79.9
21686,2011-03,1.2500,48.618
21686,2011-04,1.0000,39.95
21686,2011-05,1.0000,194.725
21688,2010-12,1.2857,18.36333333333333
21688,2011-01,1.3333,17.6175
21688,2011-02,1.0000,14.722500000000002
21688,2011-03,1.2857,17.34777777777778
21688,2011-04,1.0000,23.600000000000005
21688,2011-05,1.3333,13.1925
21689,2010-12,1.0000,16.875
21689,2011-02,1.0000,11.645
21689,2011-03,1.6667,8.565999999999999
21689,2011-04,1.0000,12.5
21689,2011-05,1.0000,13.75
21690,2010-12,1.2000,11.875
21690,2011-01,1.0000,9.375
21690,2011-02,1.0000,0
21692,2010-12,1.0000,6.75
21692,2011-01,1.0000,7.5
21692,2011-02,1.0000,11.25
21692,2011-05,1.0000,0
21693,2010-12,1.0000,23.18285714285715
21693,2011-01,1.0000,5.79
21693,2011-02,1.0000,16.225
21693,2011-03,1.0000,18.858
21693,2011-04,1.0000,33.870000000000005
21693,2011-05,1.0000,21.240000000000002
21694,2010-12,1.0000,18.882
21694,2011-01,1.0000,5.79
21694,2011-03,1.0000,17.700000000000003
21694,2011-04,1.0000,17.700000000000003
21694,2011-05,1.0000,11.745000000000001
21695,2010-12,1.0000,17.700000000000003
21695,2011-01,1.0000,13.693333333333333
21695,2011-02,1.0000,13.275000000000002
21695,2011-03,1.0000,25.938
21695,2011-04,1.0000,29.500000000000004
21695,2011-05,1.0000,17.700000000000003
21696,2010-12,1.4000,14.331428571428573
21696,2011-01,1.0000,14.750000000000002
21696,2011-02,1.0000,19.666666666666668
21696,2011-03,1.0000,19.1475
21696,2011-04,1.0000,26.550000000000004
21696,2011-05,1.0000,17.700000000000003
21698,2010-12,4.0000,1.665
21698,2011-01,2.0000,2.445
21698,2011-03,1.0000,4.226666666666666
21698,2011-04,1.0000,1.7
21700,2010-12,2.7273,12.27566666666667
21700,2011-01,2.5000,9.630666666666663
21700,2011-02,1.5625,12.181599999999996
21700,2011-03,2.0000,9.723214285714283
21700,2011-04,3.0000,13.559333333333331
21700,2011-05,2.2222,14.600999999999996
21703,2010-12,1.9000,8.593684210526316
21703,2011-01,1.0000,5.728181818181818
21703,2011-02,1.0000,11.584166666666668
21703,2011-03,1.0000,10.846428571428573
21703,2011-04,1.1000,22.160000000000007
21703,2011-05,1.0952,10.35217391304348
21704,2010-12,1.8571,12.907692307692306
21704,2011-01,1.0000,12.32375
21704,2011-02,1.0000,41.928333333333335
21704,2011-03,1.0000,30.02999999999999
21704,2011-04,1.2500,48.17299999999999
21704,2011-05,1.0714,22.545333333333325
21705,2010-12,2.4000,7.2299999999999995
21705,2011-01,1.0000,9.569999999999999
21705,2011-02,1.2000,7.699999999999999
21705,2011-03,1.0000,7.012499999999999
21705,2011-04,1.0000,20.624999999999996
21705,2011-05,1.0000,11.784285714285712
21706,2010-12,1.8000,12.693333333333335
21706,2011-01,7.0000,9.725357142857144
21706,2011-02,1.0000,14.85
21706,2011-03,1.2000,14.87
21706,2011-04,1.0000,4.95
21706,2011-05,1.0000,18.5625
21707,2010-12,1.0000,6.63
21707,2011-01,5.0000,7.9719999999999995
21707,2011-02,1.0000,14.88
21707,2011-03,1.0000,18.5625
21707,2011-04,1.0000,19.8
21708,2010-12,1.0000,8.84
21708,2011-01,8.5000,6.451764705882354
21708,2011-02,1.0000,14.870000000000003
21708,2011-03,1.0000,14.850000000000001
21709,2010-12,1.0000,5.79
21709,2011-01,7.0000,7.585714285714287
21709,2011-02,1.0000,4.95
21709,2011-03,1.3333,9.915
21709,2011-05,1.0000,24.75
21710,2010-12,1.2500,7.037999999999999
21710,2011-01,2.3333,8.264285714285716
21710,2011-03,1.0000,13.612499999999999
21710,2011-04,1.0000,4.95
21710,2011-05,1.0000,4.95
21711,2010-12,1.0000,8.340000000000002
21711,2011-01,1.5000,3.89
21711,2011-02,1.0000,4.95
21711,2011-03,1.0000,11.57
21711,2011-05,1.0000,7.455
21713,2010-12,1.3333,10.51
21713,2011-01,1.0000,7.350000000000001
21713,2011-02,1.0000,12
21713,2011-03,1.1250,32.48111111111112
21713,2011-04,1.1364,9.223200000000002
21713,2011-05,1.1290,11.904
21714,2010-12,1.5000,6.273333333333333
21714,2011-01,1.0000,7.903333333333332
21714,2011-02,1.6667,6.842999999999999
21714,2011-03,1.4375,8.501304347826087
21714,2011-04,1.4815,9.123249999999999
21714,2011-05,1.4828,10.919302325581395
21715,2010-12,1.5000,10.18
21715,2011-01,1.2500,42.813
21715,2011-02,1.3333,22.7825
21715,2011-03,1.1667,18.873809523809523
21715,2011-04,1.3333,17.656071428571426
21715,2011-05,1.4231,17.129999999999992
21716,2010-12,2.5000,14.224
21716,2011-01,1.0000,57.79428571428571
21716,2011-02,1.1818,12.913846153846155
21716,2011-03,1.5385,20.3975
21716,2011-04,1.6250,17.041923076923073
21716,2011-05,1.3448,19.13205128205128
21717,2010-12,1.0000,33.365
21717,2011-01,1.0556,26.937368421052636
21717,2011-02,1.1333,16.544705882352943
21717,2011-03,1.0000,6.8
21718,2010-12,3.0000,5.009999999999999
21718,2011-01,1.2857,15.125555555555556
21718,2011-02,1.5714,11.041818181818181
21718,2011-03,1.2308,5.998124999999999
21718,2011-04,1.1786,13.282121212121211
21718,2011-05,1.4828,10.829069767441858
21719,2010-12,1.1111,3.9869999999999997
21719,2011-01,1.0000,5.092
21719,2011-02,1.3333,5.72
21719,2011-03,1.2500,3.5419999999999994
21719,2011-04,1.0000,7.6499999999999995
21719,2011-05,1.0000,10.2
21720,2010-12,1.0000,5.5249999999999995
21720,2011-01,1.0000,2.55
21720,2011-02,1.0000,5.1
21720,2011-03,1.0000,5.1
21721,2010-12,2.0000,4.75642857142857
21721,2011-01,1.0000,7.784999999999999
21721,2011-02,1.0000,3.4
21721,2011-03,1.0000,5.95
21721,2011-05,1.0000,7.225
21722,2010-12,1.4000,3.8685714285714283
21722,2011-02,1.0000,4.215
21722,2011-03,1.0000,1.7
21722,2011-04,1.0000,3.4
21722,2011-05,1.0000,0.85
21723,2010-12,1.1250,4.3311111111111105
21723,2011-01,1.0000,7.395714285714285
21723,2011-02,1.5000,2.9283333333333332
21723,2011-03,1.0000,17.2125
21723,2011-04,1.0000,4.675
21723,2011-05,1.0000,17.339999999999996
21724,2010-12,1.5000,3.595833333333333
21724,2011-01,1.4000,4.128571428571428
21724,2011-02,1.0000,3.943333333333333
21724,2011-03,1.0000,6.425714285714286
21724,2011-04,1.0000,3.556
21724,2011-05,1.0000,6.8
21725,2010-12,1.8000,8.554444444444442
21725,2011-01,1.0000,6.274
21725,2011-02,1.5000,2.7866666666666666
21725,2011-03,1.0000,8.4825
21725,2011-04,1.0000,4.6575
21725,2011-05,1.2500,5.072
21726,2010-12,1.5000,3.2877777777777784
21726,2011-01,1.1250,8.594444444444445
21726,2011-02,1.0000,9.35
21726,2011-03,1.0000,3.6833333333333336
21726,2011-04,1.0000,8.5
21730,2010-12,1.8261,23.391666666666666
21730,2011-01,1.0000,9.912
21730,2011-02,1.0000,15.1
21730,2011-03,1.1429,12.3825
21730,2011-04,1.0000,20.812499999999996
21730,2011-05,1.0000,21.082500000000003
21731,2010-12,1.6053,44.373934426229496
21731,2011-01,2.2143,22.107096774193533
21731,2011-02,1.7857,34.68779999999998
21731,2011-03,2.0303,17.87925373134328
21731,2011-04,2.3636,16.26192307692307
21731,2011-05,2.3333,30.254603174603158
21733,2010-12,1.2432,23.066521739130444
21733,2011-01,1.0235,55.259999999999906
21733,2011-02,1.3333,21.205000000000002
21733,2011-03,1.2222,18.463181818181827
21733,2011-04,1.1111,16.90066666666667
21733,2011-05,1.0556,55.73289473684209
21735,2010-12,1.0000,50.45
21735,2011-01,1.0000,108.84999999999998
21735,2011-02,1.1429,23.90625
21735,2011-03,1.0000,24.4375
21735,2011-04,1.0000,22.3125
21735,2011-05,1.0000,21.75
21736,2010-12,1.0000,75.60000000000001
21736,2011-01,1.0000,4.2
21736,2011-02,1.0000,37.800000000000004
21736,2011-03,1.0000,6.300000000000001
21736,2011-04,1.0000,3.5100000000000002
21738,2010-12,1.2222,9.120909090909093
21738,2011-01,1.0000,5.9
21738,2011-02,1.0000,7.375000000000001
21738,2011-03,1.0000,2.95
21738,2011-04,1.0000,1.475
21739,2010-12,1.1250,9.507777777777779
21739,2011-02,1.0000,4.916666666666667
21739,2011-03,1.0000,17.700000000000003
21741,2010-12,1.7778,15.677499999999998
21741,2011-01,1.0000,11.635000000000002
21741,2011-02,2.0000,5.79
21742,2010-12,1.0000,12.105
21742,2011-01,1.0000,7.4375
21742,2011-02,1.0000,17.85
21742,2011-03,1.0000,5.95
21742,2011-04,1.0000,7.140000000000001
21742,2011-05,1.0000,9.916666666666668
21743,2010-12,1.5000,21.510833333333334
21743,2011-01,1.0000,11.58
21743,2011-02,1.0000,8.850000000000001
21743,2011-03,1.0000,5.845000000000001
21743,2011-04,1.2500,7.67
21743,2011-05,3.0000,5.79
21744,2010-12,1.0909,11.803333333333335
21744,2011-02,1.0000,17.700000000000003
21744,2011-03,1.0000,11.58
21745,2010-12,1.0000,22.471666666666664
21745,2011-01,1.0000,15.625
21745,2011-02,1.0000,14.25
21745,2011-03,1.0500,14.539523809523809
21745,2011-04,1.1667,13.125
21745,2011-05,1.0400,13.846153846153847
21746,2010-12,1.7500,7.511428571428572
21746,2011-01,1.0909,10.823333333333332
21746,2011-02,1.0769,15.456428571428571
21746,2011-03,1.2667,24.34736842105263
21746,2011-04,1.1000,18.606666666666666
21746,2011-05,1.1622,19.5546511627907
21747,2010-12,1.0000,1.25
21747,2011-01,1.0000,11.666666666666666
21747,2011-02,1.0000,12.25
21747,2011-03,1.3333,14.265
21747,2011-04,1.0000,11.25
21747,2011-05,1.1000,15.703636363636365
21749,2010-12,1.3333,9.985000000000001
21749,2011-01,1.3333,7.315
21749,2011-02,1.0000,46.59416666666667
21749,2011-03,1.2500,17.469
21749,2011-04,1.2222,68.68727272727271
21749,2011-05,1.3333,30.791785714285716
21750,2010-12,1.0000,12.629999999999999
21750,2011-03,1.3333,6.8075
21750,2011-04,1.3333,8.89
21750,2011-05,1.0000,9.776666666666667
21754,2010-12,1.4815,25.23399999999999
21754,2011-01,1.2698,23.533750000000005
21754,2011-02,1.2037,24.864769230769234
21754,2011-03,1.1786,24.574090909090913
21754,2011-04,1.1277,20.23169811320755
21754,2011-05,1.1364,24.689333333333337
21755,2010-12,1.2432,19.71608695652175
21755,2011-01,1.0986,25.640256410256416
21755,2011-02,1.3256,21.86157894736843
21755,2011-03,1.4286,19.356000000000012
21755,2011-04,1.1364,16.934400000000007
21755,2011-05,1.1429,19.36625000000001
21756,2010-12,1.1364,19.666
21756,2011-01,1.0400,22.333846153846153
21756,2011-02,1.1500,20.25739130434783
21756,2011-03,1.1429,29.180416666666662
21756,2011-04,1.0588,21.47111111111111
21756,2011-05,1.0645,16.21909090909091
21757,2011-01,1.0000,9.9
21757,2011-02,1.0000,9.9
21758,2010-12,3.0000,12.72
21758,2011-01,1.0000,12.68
21758,2011-02,1.0000,6.45
21758,2011-03,1.3333,12.680000000000001
21758,2011-04,2.0000,12.46
21758,2011-05,1.0000,12.46
21761,2010-12,1.0000,29.95
21761,2011-01,1.0000,29.95
21761,2011-02,1.0000,29.95
21761,2011-03,1.0000,29.95
21761,2011-05,1.0000,29.95
21763,2010-12,1.0000,0
21763,2011-01,1.0000,59.9
21763,2011-05,1.0000,29.95
21769,2010-12,1.0000,303.82500000000005
21769,2011-03,1.0000,0
21770,2011-03,1.0000,11.550000000000002
21770,2011-04,1.2093,10.10538461538461
21770,2011-05,1.1842,55.39733333333336
21773,2010-12,2.2500,7.273888888888887
21773,2011-01,4.4444,8.724750000000002
21773,2011-02,2.2000,5.883636363636364
21773,2011-03,2.1429,4.704666666666667
21773,2011-04,1.6000,3.7300000000000004
21773,2011-05,1.5714,6.345454545454545
21774,2010-12,3.6667,6.294090909090909
21774,2011-01,8.7500,8.359428571428571
21774,2011-02,4.5000,2.325555555555556
21774,2011-03,1.8750,5.551333333333333
21774,2011-04,1.4286,10.358999999999998
21774,2011-05,2.0000,4.12
21775,2010-12,8.0000,5.057499999999998
21775,2011-01,10.6667,6.737812500000001
21775,2011-02,4.3333,3.331538461538462
21775,2011-03,3.3333,2.714
21775,2011-04,1.0000,6.243333333333333
21775,2011-05,1.0000,9.57
21777,2010-12,2.0000,11.925
21781,2010-12,1.0000,33.855
21781,2011-01,1.2667,20.441052631578945
21781,2011-02,1.1667,24.45071428571428
21781,2011-03,1.2000,21.050833333333326
21781,2011-04,1.2500,34.108999999999995
21781,2011-05,1.1818,26.21307692307692
21784,2010-12,1.5714,13.568181818181818
21784,2011-01,1.4000,16.599999999999998
21784,2011-02,1.3333,15.370000000000001
21784,2011-03,1.2500,14.107999999999999
21784,2011-04,1.0000,4.975
21784,2011-05,1.0000,9.95
21785,2010-12,1.5000,1.4033333333333333
21785,2011-01,1.0000,0.85
21785,2011-02,1.5000,88.18333333333334
21786,2010-12,2.3636,7.231923076923075
21786,2011-01,1.8000,5.2938888888888895
21786,2011-02,1.5000,1.6533333333333333
21786,2011-03,2.6000,4.896923076923075
21786,2011-04,2.0000,3.0500000000000003
21786,2011-05,1.6000,4.797499999999999
21787,2010-12,2.0000,8.534444444444443
21787,2011-01,1.2000,18.979166666666668
21787,2011-02,1.3333,1.8774999999999997
21787,2011-03,1.2000,17.543333333333333
21787,2011-04,1.2857,11.526666666666666
21787,2011-05,1.0625,10.891764705882354
21788,2010-12,1.0000,9.172
21788,2011-01,1.0000,11.0325
21788,2011-02,1.0000,48.925000000000004
21788,2011-03,1.3333,30.945
21788,2011-04,1.0000,2.55
21788,2011-05,1.0000,14.166666666666666
21789,2010-12,1.3333,9.011249999999997
21789,2011-01,1.0000,14.166666666666666
21789,2011-02,1.5000,6.849999999999999
21789,2011-03,1.0000,9.799999999999999
21789,2011-04,1.0000,4.25
21789,2011-05,1.0000,14.166666666666666
21790,2010-12,1.5227,12.359552238805975
21790,2011-01,1.6667,11.184999999999999
21790,2011-02,1.2800,9.969374999999998
21790,2011-03,1.4250,12.645614035087725
21790,2011-04,1.2973,17.096250000000005
21790,2011-05,1.2391,11.680701754385971
21791,2010-12,1.4545,21.715624999999996
21791,2011-01,1.3158,18.996
21791,2011-02,1.3333,15.354166666666666
21791,2011-03,1.1613,13.218055555555555
21791,2011-04,1.3182,15.041379310344825
21791,2011-05,1.1429,19.10875
21792,2010-12,1.0000,16.91
21792,2011-01,1.0000,8.058
21792,2011-02,1.3333,21.884999999999998
21792,2011-03,1.0000,16.2
21792,2011-04,1.0000,16.907142857142855
21792,2011-05,1.0833,23.683076923076932
21793,2010-12,1.0000,6.75
21793,2011-01,1.0000,6.75
21793,2011-02,1.0000,16.875
21793,2011-03,1.0000,54.35
21793,2011-04,1.0000,5.925000000000001
21793,2011-05,1.5000,13.824999999999998
21794,2010-12,1.2500,9.478
