YM,city,state,order_status,order_cnt,customer_cnt,rev
2017-05,betim,MG,delivered,8,8,750.3999999999999
2017-05,bezerros,PE,delivered,1,1,139
2017-05,biguacu,SC,delivered,2,2,169.9
2017-05,birigui,SP,delivered,1,1,169.99
2017-05,blumenau,SC,delivered,7,7,317.77
2017-05,blumenau,SC,shipped,1,1,89.9
2017-05,"boa esperanca",ES,delivered,1,1,11.99
2017-05,"boa vista",RR,delivered,3,2,233.11
2017-05,bocaina,SP,delivered,2,2,599.8
2017-05,boituva,SP,delivered,1,1,243.68
2017-05,"bom despacho",MG,delivered,7,7,230.2
2017-05,"bom jardim",RJ,delivered,1,1,69.9
2017-05,"bom jardim de minas",MG,delivered,2,1,118
2017-05,"bom jesus",PI,shipped,1,1,117.3
2017-05,"bom jesus da penha",MG,delivered,2,2,85.89
2017-05,"bom retiro do sul",RS,delivered,1,1,129
2017-05,bonito,MS,delivered,2,2,69.78999999999999
2017-05,bonito,PA,delivered,1,1,49.9
2017-05,bonito,PE,delivered,1,1,22
2017-05,"borda da mata",MG,delivered,1,1,89.9
2017-05,botucatu,SP,delivered,3,2,152.7
2017-05,"braco do norte",SC,delivered,1,1,18.9
2017-05,braganca,PA,delivered,1,1,99.99
2017-05,"braganca paulista",SP,delivered,10,9,1236.99
2017-05,brasilia,DF,canceled,1,1,50
2017-05,brasilia,DF,delivered,66,60,7452.479999999992
2017-05,brasilia,DF,processing,1,1,20.9
2017-05,brasilia,DF,shipped,2,2,429.9
2017-05,braunas,MG,delivered,1,1,89.9
2017-05,brejolandia,BA,delivered,1,1,13.98
2017-05,brumadinho,MG,delivered,1,1,214.99
2017-05,brusque,SC,delivered,3,3,505.9
2017-05,"cabo de santo agostinho",PE,delivered,1,1,109.9
2017-05,"cabo frio",RJ,delivered,5,5,1936.7800000000002
2017-05,cabreuva,SP,delivered,1,1,162.9
2017-05,cacador,SC,delivered,3,3,374.88
2017-05,caceres,MT,delivered,2,2,959.9
2017-05,"cachoeira do sul",RS,delivered,2,2,134.89
2017-05,"cachoeira paulista",SP,delivered,2,1,34.8
2017-05,"cachoeiras de macacu",RJ,delivered,1,1,79.99
2017-05,cachoeirinha,RS,delivered,2,2,430.89
2017-05,"cachoeiro de itapemirim",ES,delivered,2,2,616
2017-05,cacu,GO,delivered,1,1,174.8
2017-05,caete,MG,delivered,2,2,156.4
2017-05,caiana,MG,delivered,1,1,13.98
2017-05,caibi,SC,delivered,1,1,73.9
2017-05,caieiras,SP,delivered,5,5,281.76
2017-05,cajamar,SP,delivered,6,6,751.7900000000001
2017-05,cajobi,SP,delivered,1,1,139.9
2017-05,cajuru,SP,delivered,1,1,109.99
2017-05,"caldas novas",GO,delivered,1,1,68
2017-05,camacari,BA,delivered,3,2,161.88
2017-05,camamu,BA,delivered,1,1,98
2017-05,camaqua,RS,delivered,5,4,663.89
2017-05,camaragibe,PE,delivered,1,1,135
2017-05,camaragibe,PE,shipped,1,1,36.9
2017-05,cambe,PR,delivered,2,2,449.9
2017-05,camboriu,SC,delivered,3,2,269.79
2017-05,cambuci,RJ,delivered,1,1,594
2017-05,cambuquira,MG,delivered,1,1,109.99
2017-05,camocim,CE,delivered,1,1,174.8
2017-05,"campina grande",PB,delivered,2,2,37.98
2017-05,"campina grande",PB,shipped,1,1,89.99
2017-05,campinas,SP,delivered,41,37,3813.7800000000007
2017-05,campinas,SP,shipped,1,1,21.99
2017-05,campinas,SP,unavailable,2,2,0
2017-05,"campo bom",RS,delivered,5,3,356.86
2017-05,"campo ere",SC,delivered,1,1,69
2017-05,"campo grande",MS,delivered,10,9,1101
2017-05,"campo grande",MS,unavailable,2,2,0
2017-05,"campo largo",PR,delivered,2,2,265.99
2017-05,"campo mourao",PR,delivered,3,2,210.60000000000002
2017-05,"campos belos",GO,delivered,1,1,139.9
2017-05,"campos dos goytacazes",RJ,delivered,5,5,340.77
2017-05,camutanga,PE,delivered,1,1,85
2017-05,canela,RS,delivered,1,1,28.8
2017-05,canelinha,SC,delivered,1,1,49.95
2017-05,cangucu,RS,delivered,1,1,199.99
2017-05,canoas,RS,delivered,7,6,595.37
2017-05,canoinhas,SC,delivered,1,1,49.9
2017-05,cantagalo,RJ,delivered,2,2,114.9
2017-05,"capao bonito",SP,delivered,3,3,319.70000000000005
2017-05,"capao da canoa",RS,delivered,5,3,516.5999999999999
2017-05,capelinha,MG,delivered,1,1,66.99
2017-05,capinopolis,MG,delivered,2,1,85.99
2017-05,capinzal,SC,delivered,1,1,39.99
2017-05,capivari,SP,delivered,2,2,128.9
2017-05,caraguatatuba,SP,delivered,3,3,494.2
2017-05,carambei,PR,delivered,2,1,41.4
2017-05,carangola,MG,delivered,1,1,16
2017-05,carapicuiba,SP,canceled,1,1,65
2017-05,carapicuiba,SP,delivered,4,4,252.39000000000001
2017-05,caratinga,MG,delivered,4,4,451.2099999999999
2017-05,cariacica,ES,delivered,10,9,2027.14
2017-05,carlinda,MT,delivered,1,1,45.9
2017-05,"carlos barbosa",RS,delivered,1,1,174.9
2017-05,"carmo do rio verde",GO,delivered,2,2,169.89
2017-05,caruaru,PE,delivered,1,1,79.99
2017-05,caruaru,PE,invoiced,1,1,269.99
2017-05,"casa branca",SP,delivered,1,1,49.9
2017-05,cascavel,CE,delivered,1,1,529
2017-05,cascavel,PR,delivered,4,4,180.68
2017-05,cascavel,PR,processing,1,1,240
2017-05,caseiros,RS,delivered,1,1,109.9
2017-05,"casimiro de abreu",RJ,delivered,4,3,367.38
2017-05,cassia,MG,delivered,1,1,51.9
2017-05,cassilandia,MS,delivered,1,1,339
2017-05,castelandia,GO,delivered,2,2,249
2017-05,castelo,ES,delivered,1,1,5.99
2017-05,castilho,SP,delivered,1,1,185.81
2017-05,castro,PR,delivered,3,3,150.8
2017-05,catalao,GO,delivered,1,1,39.9
2017-05,catanduva,SP,delivered,4,4,496.27
2017-05,catende,PE,delivered,1,1,59.9
2017-05,caucaia,CE,delivered,1,1,148.75
2017-05,"caxambu do sul",SC,delivered,1,1,19.5
2017-05,caxias,MA,delivered,2,2,152.89
2017-05,"caxias do sul",RS,delivered,11,11,3485.46
2017-05,cedral,MA,delivered,1,1,89.9
2017-05,cerejeiras,RO,delivered,1,1,117.99
2017-05,"cerqueira cesar",SP,delivered,1,1,68
2017-05,cerquilho,SP,delivered,1,1,69.9
2017-05,"cesario lange",SP,delivered,2,2,184.9
2017-05,chapadinha,MA,delivered,2,1,64.89
2017-05,chapeco,SC,delivered,4,4,279.70000000000005
2017-05,chopinzinho,PR,delivered,1,1,31.49
2017-05,cianorte,PR,delivered,2,2,52.89
2017-05,cipo-guacu,SP,delivered,1,1,69.99
2017-05,claudio,MG,canceled,1,1,26.9
2017-05,"coelho neto",MA,delivered,1,1,98
2017-05,colatina,ES,delivered,5,3,421.4
2017-05,colniza,MT,delivered,1,1,199
2017-05,colombo,PR,delivered,2,2,220.71
2017-05,colorado,PR,delivered,1,1,538.9
2017-05,"colorado do oeste",RO,delivered,1,1,49.9
2017-05,"comendador levy gasparian",RJ,delivered,1,1,39.9
2017-05,"conceicao das pedras",MG,delivered,1,1,10.99
2017-05,"conceicao do mato dentro",MG,delivered,1,1,79.99
2017-05,conchal,SP,delivered,2,2,128.8
2017-05,concordia,SC,delivered,2,2,180.8
2017-05,concordia,SC,shipped,1,1,399
2017-05,congonhal,MG,delivered,2,2,178.9
2017-05,contagem,MG,delivered,23,19,3185.48
2017-05,cordeiro,RJ,delivered,2,2,199.89
2017-05,cordeiropolis,SP,delivered,2,2,62.709999999999994
2017-05,corguinho,MS,delivered,2,2,225.41
2017-05,"cornelio procopio",PR,delivered,1,1,20.9
2017-05,coroaci,MG,delivered,1,1,69.9
2017-05,coromandel,MG,delivered,4,3,228.87
2017-05,"coronel fabriciano",MG,delivered,2,2,217.32000000000002
2017-05,corrente,PI,delivered,1,1,599
2017-05,coruripe,AL,delivered,1,1,118.75
2017-05,cosmopolis,SP,delivered,1,1,129.9
2017-05,cotia,SP,delivered,13,13,1819.1600000000003
2017-05,crateus,CE,delivered,1,1,99.99
2017-05,crato,CE,delivered,1,1,159.99
2017-05,cravinhos,SP,delivered,1,1,99.99
2017-05,criciuma,SC,delivered,4,3,253.89
2017-05,criciuma,SC,shipped,1,1,1697
2017-05,crisolita,MG,delivered,1,1,34
2017-05,cristalina,GO,delivered,1,1,169.9
2017-05,crixas,GO,delivered,2,1,307
2017-05,cruz,CE,delivered,1,1,284.9
2017-05,"cruz das almas",BA,delivered,2,2,126.80000000000001
2017-05,cruzeiro,SP,delivered,2,2,159.8
2017-05,"cruzeiro do oeste",PR,delivered,1,1,79
2017-05,cubatao,SP,delivered,2,1,208
2017-05,cuiaba,MT,delivered,7,7,1314.7700000000002
2017-05,cunha,SP,delivered,1,1,1299.99
2017-05,curitiba,PR,canceled,1,1,27.9
2017-05,curitiba,PR,delivered,61,51,9637.779999999997
2017-05,curitiba,PR,invoiced,1,1,15.9
2017-05,curitiba,PR,shipped,1,1,240
2017-05,"currais novos",RN,delivered,2,1,69.52
2017-05,curvelo,MG,delivered,1,1,139.9
2017-05,diadema,SP,delivered,8,7,622.48
2017-05,diamantina,MG,delivered,3,2,355.70000000000005
2017-05,diamantino,MT,delivered,2,2,77.89
2017-05,dianopolis,TO,delivered,1,1,39.99
2017-05,"dias d avila",BA,delivered,1,1,45
2017-05,diorama,GO,delivered,1,1,103.97
2017-05,divinopolis,MG,delivered,5,4,626.79
2017-05,divinopolis,MG,unavailable,1,1,0
2017-05,"divinopolis de goias",GO,delivered,1,1,79
2017-05,"dois vizinhos",PR,delivered,3,3,186.98
2017-05,"dom cavati",MG,delivered,1,1,74.99
2017-05,"dom eliseu",PA,delivered,1,1,56.99
2017-05,"domingos martins",ES,delivered,1,1,149
2017-05,dourado,SP,delivered,3,2,349.79
2017-05,dourados,MS,delivered,6,6,351.39
2017-05,duartina,SP,delivered,1,1,14.14
2017-05,"duque de caxias",RJ,delivered,19,15,1616.8700000000001
2017-05,"eldorado do sul",RS,delivered,1,1,89.9
2017-05,"elisio medrado",BA,delivered,1,1,56.99
2017-05,embu,SP,delivered,2,2,377.99
2017-05,"embu das artes",SP,delivered,5,5,471.78
2017-05,embu-guacu,SP,delivered,2,1,40
2017-05,"engenheiro beltrao",PR,shipped,1,1,36.9
2017-05,erechim,RS,delivered,3,2,147.79
2017-05,escada,PE,delivered,4,3,1734.8
2017-05,esmeraldas,MG,delivered,1,1,119.5
2017-05,"espera feliz",MG,delivered,1,1,42.99
2017-05,espinosa,MG,delivered,1,1,160.99
2017-05,"estancia velha",RS,delivered,2,2,179.66
2017-05,estrela,RS,delivered,3,3,574.98
2017-05,"estrela do sul",MG,delivered,1,1,89.9
2017-05,eunapolis,BA,delivered,3,3,147.70000000000002
2017-05,farroupilha,RS,delivered,1,1,16.99
2017-05,"fazenda rio grande",PR,delivered,1,1,129.9
2017-05,"feira de santana",BA,delivered,7,6,781.49
2017-05,"feira de santana",BA,processing,1,1,70
2017-05,fernandopolis,SP,delivered,6,4,1522.27
2017-05,"ferraz de vasconcelos",SP,delivered,4,4,438.28999999999996
2017-05,"figueiropolis d'oeste",MT,delivered,1,1,18.99
2017-05,florianopolis,SC,delivered,30,28,4411.01
2017-05,formiga,MG,delivered,1,1,139.9
2017-05,formosa,GO,delivered,1,1,97
2017-05,"formoso do araguaia",TO,delivered,1,1,129.99
2017-05,fortaleza,CE,delivered,31,29,4508.51
2017-05,"foz do iguacu",PR,delivered,7,4,610.35
2017-05,franca,SP,delivered,4,4,443.79
2017-05,"francisco badaro",MG,delivered,2,1,41.86
2017-05,"francisco beltrao",PR,delivered,7,5,974.7899999999998
2017-05,"francisco morato",SP,delivered,3,3,491.25
2017-05,"francisco morato",SP,unavailable,1,1,0
2017-05,"francisco sa",MG,delivered,1,1,238
2017-05,"franco da rocha",SP,delivered,2,2,150.9
2017-05,"frederico westphalen",RS,delivered,1,1,33
2017-05,fronteira,MG,delivered,2,1,18
2017-05,galinhos,RN,delivered,1,1,240
2017-05,garanhuns,PE,delivered,1,1,113
2017-05,garibaldi,RS,delivered,1,1,125
2017-05,garuva,SC,delivered,1,1,174.9
2017-05,gaspar,SC,delivered,9,2,4346.939999999999
2017-05,"general carneiro",PR,delivered,1,1,199
2017-05,"gloria do goita",PE,delivered,1,1,89.99
2017-05,goianesia,GO,delivered,2,2,468.99
2017-05,goiania,GO,delivered,19,18,3843.6400000000003
2017-05,goiania,GO,shipped,2,2,94.8
2017-05,goiania,GO,unavailable,1,1,0
2017-05,goias,GO,delivered,1,1,89.9
2017-05,goiatuba,GO,delivered,2,1,37.98
2017-05,goioere,PR,delivered,1,1,339
2017-05,"governador valadares",MG,delivered,2,2,203.88
2017-05,"governador valadares",MG,unavailable,1,1,0
2017-05,gravatai,RS,delivered,6,6,549.6800000000001
2017-05,guadalupe,PI,delivered,1,1,74.9
2017-05,guaiba,RS,delivered,4,3,426.99
2017-05,guanhaes,MG,delivered,2,2,188.9
2017-05,guapirama,PR,delivered,1,1,89.9
2017-05,guapo,GO,delivered,1,1,195
2017-05,guaramirim,SC,delivered,1,1,63
2017-05,guarapari,ES,delivered,2,2,694.99
2017-05,guarapuava,PR,delivered,4,4,391.89
2017-05,guarapuava,PR,processing,1,1,15
2017-05,guararapes,SP,delivered,1,1,59.9
2017-05,guaratingueta,SP,delivered,3,3,409.37
2017-05,guarei,SP,delivered,1,1,49
2017-05,guaruja,SP,delivered,8,8,690.5
2017-05,guaruja,SP,processing,1,1,349.99
2017-05,"guaruja do sul",SC,delivered,1,1,134.9
2017-05,guarulhos,SP,delivered,40,33,4137.49
2017-05,guarulhos,SP,invoiced,1,1,240
2017-05,guarulhos,SP,shipped,1,1,82.99
2017-05,guarulhos,SP,unavailable,1,1,0
2017-05,gurupi,TO,delivered,2,2,278.5
2017-05,hidrolandia,CE,delivered,1,1,129.99
2017-05,holambra,SP,delivered,1,1,199.99
2017-05,"holambra ii",SP,delivered,1,1,64.9
2017-05,hortolandia,SP,delivered,8,6,709.99
2017-05,ibate,SP,delivered,1,1,89.99
2017-05,ibia,MG,delivered,1,1,639.9
2017-05,ibicare,SC,delivered,1,1,189.9
2017-05,ibiraiaras,RS,delivered,1,1,13.98
2017-05,ibiraja,BA,delivered,1,1,228
2017-05,ibirapua,BA,delivered,1,1,122.99
2017-05,ibirarema,SP,delivered,1,1,17
2017-05,ibirataia,BA,delivered,1,1,24.9
2017-05,ibirite,MG,delivered,1,1,64.99
2017-05,ibirite,MG,invoiced,1,1,99.9
2017-05,icapui,CE,delivered,1,1,130
2017-05,icaraima,PR,delivered,1,1,27.9
2017-05,ico,CE,delivered,2,2,627
2017-05,"iguaba grande",RJ,delivered,1,1,59.99
2017-05,iguape,SP,delivered,1,1,66.9
2017-05,iguatama,MG,delivered,1,1,189
2017-05,iguatu,CE,delivered,1,1,999.9
2017-05,ijui,RS,delivered,2,1,139.8
2017-05,"ilha solteira",SP,delivered,1,1,103.97
2017-05,ilheus,BA,delivered,5,5,612.39
2017-05,ilheus,BA,processing,1,1,14.99
2017-05,imbe,RS,delivered,2,2,967
2017-05,imbuia,SC,delivered,1,1,1197.9
2017-05,imperatriz,MA,delivered,1,1,46.99
2017-05,inaja,PE,delivered,1,1,289.5
2017-05,indaial,SC,delivered,1,1,13.98
2017-05,indaiatuba,SP,delivered,4,4,366.41
2017-05,independencia,CE,delivered,1,1,110
2017-05,indianopolis,PR,delivered,1,1,89.9
2017-05,"inubia paulista",SP,delivered,1,1,129.99
2017-05,ipaba,MG,delivered,1,1,129.99
2017-05,ipameri,GO,delivered,1,1,15.99
2017-05,ipatinga,MG,canceled,1,1,129.9
2017-05,ipatinga,MG,delivered,13,12,1244.75
2017-05,ipaumirim,CE,delivered,1,1,269.9
2017-05,ipaussu,SP,delivered,2,1,319.98
2017-05,ipiabas,RJ,delivered,1,1,60.08
2017-05,ipira,BA,delivered,2,1,163.12
2017-05,ipu,CE,delivered,1,1,44.99
2017-05,ipumirim,SC,delivered,1,1,13.98
2017-05,iracemapolis,SP,delivered,2,2,132.89000000000001
2017-05,irati,PR,delivered,3,2,121
2017-05,itaberaba,BA,delivered,1,1,125
2017-05,itabira,MG,delivered,3,3,127.75
2017-05,itabirito,MG,delivered,1,1,45.9
2017-05,itaborai,RJ,delivered,6,5,740.31
2017-05,itabuna,BA,delivered,5,4,444.92
2017-05,itaguacu,ES,delivered,2,1,207.94
2017-05,itaguai,RJ,delivered,1,1,39.9
2017-05,itaja,GO,delivered,1,1,192
2017-05,itajai,SC,delivered,11,10,1241.2500000000002
2017-05,itajuba,MG,delivered,5,5,708.79
2017-05,itajuba,MG,processing,1,1,432.9
2017-05,itamaraju,BA,delivered,2,2,349.79999999999995
2017-05,itamarandiba,MG,delivered,1,1,44.5
2017-05,itamonte,MG,delivered,1,1,35.99
2017-05,itanhaem,SP,delivered,7,6,634.52
2017-05,itanhandu,MG,delivered,1,1,97.06
2017-05,itanhanga,MT,delivered,1,1,69.99
2017-05,itanhomi,MG,delivered,1,1,96
2017-05,itaocara,RJ,delivered,3,2,439.78999999999996
2017-05,"itapecerica da serra",SP,delivered,6,5,446.28999999999996
2017-05,"itapecerica da serra",SP,invoiced,1,1,59.99
2017-05,"itapecuru mirim",MA,delivered,1,1,59.99
2017-05,itapema,SC,delivered,3,3,174.9
2017-05,itaperuna,RJ,delivered,2,2,92.53999999999999
2017-05,itapetinga,BA,delivered,3,3,274.69
2017-05,itapetininga,SP,delivered,2,2,162.4
2017-05,itapeva,MG,delivered,2,2,64.9
2017-05,itapeva,SP,delivered,3,3,207.79
2017-05,itapevi,SP,delivered,2,2,158.9
2017-05,itapicuru,BA,delivered,1,1,38.33
2017-05,itapira,SP,delivered,6,3,885.67
2017-05,itapira,SP,invoiced,1,1,349.99
2017-05,itapira,SP,processing,1,1,236.52
2017-05,itapiranga,SC,delivered,2,1,39.98
2017-05,itapolis,SP,delivered,2,2,154.9
2017-05,itaporanga,PB,delivered,1,1,19.9
2017-05,itaquaquecetuba,SP,delivered,4,4,339.6
2017-05,itarantim,BA,delivered,4,2,333.98
2017-05,itatiaia,RJ,delivered,2,1,79.98
2017-05,itatiba,SP,delivered,6,6,740.6899999999999
2017-05,"itau de minas",MG,delivered,1,1,52.9
2017-05,itauna,MG,delivered,1,1,25.99
2017-05,itu,SP,delivered,5,3,410.77
2017-05,itu,SP,invoiced,1,1,119.99
2017-05,itupeva,SP,delivered,1,1,251.8
2017-05,ituverava,SP,delivered,2,2,224.99
2017-05,ivaipora,PR,delivered,1,1,34.98
2017-05,"jaboatao dos guararapes",PE,delivered,1,1,98.79
2017-05,jaboticabal,SP,delivered,5,5,430.67999999999995
2017-05,jacarei,SP,delivered,7,7,933.58
2017-05,jaci,SP,delivered,1,1,61.9
2017-05,jacobina,BA,delivered,2,2,79.8
2017-05,jacupiranga,SP,delivered,1,1,169
2017-05,jaguare,ES,delivered,2,1,33.8
2017-05,jaguare,ES,shipped,1,1,89.9
2017-05,jaguariaiva,PR,delivered,2,2,198.9
2017-05,jaguaribe,CE,delivered,1,1,13.98
2017-05,jaguariuna,SP,delivered,1,1,89.9
2017-05,jales,SP,canceled,1,1,0
2017-05,jales,SP,delivered,1,1,35
2017-05,jambeiro,SP,delivered,1,1,32.29
2017-05,janauba,MG,delivered,2,2,40.64
2017-05,jandira,SP,delivered,2,2,52.66
2017-05,januaria,MG,delivered,1,1,18.99
2017-05,"jaragua do sul",SC,delivered,4,3,300.89
2017-05,jardim,CE,delivered,1,1,322.75
2017-05,jarinu,SP,shipped,1,1,39.9
2017-05,jatai,GO,delivered,6,5,3488.85
2017-05,jau,SP,delivered,2,2,169.89000000000001
2017-05,jaupaci,GO,delivered,1,1,89.9
2017-05,"jequia da praia",AL,delivered,1,1,211.91
2017-05,jequie,BA,delivered,2,2,269.8
2017-05,jequitiba,MG,delivered,1,1,439.9
2017-05,jequitinhonha,MG,delivered,2,2,339.79999999999995
2017-05,jerico,PB,delivered,1,1,75
2017-05,jesuitas,PR,delivered,1,1,132.7
2017-05,"joao monlevade",MG,delivered,3,3,370.88
2017-05,"joao pessoa",PB,delivered,8,7,1668.95
2017-05,"joao pinheiro",MG,delivered,1,1,21.99
2017-05,"joao ramalho",SP,delivered,1,1,79.9
2017-05,"joaquim pires",PI,delivered,1,1,12.97
2017-05,joinville,SC,canceled,1,1,0
2017-05,joinville,SC,delivered,9,9,685.13
2017-05,juatuba,MG,delivered,1,1,179
2017-05,"juazeiro do norte",CE,delivered,1,1,20
2017-05,juina,MT,delivered,2,2,61.980000000000004
2017-05,"juiz de fora",MG,delivered,22,21,3202.9900000000002
2017-05,"julio de castilhos",RS,delivered,1,1,24.79
2017-05,"junco do serido",PB,delivered,1,1,79.99
2017-05,jundiai,SP,delivered,18,18,2143.26
2017-05,juquia,SP,delivered,1,1,93.5
2017-05,juti,MS,delivered,1,1,169.9
2017-05,lagarto,SE,delivered,1,1,49.99
2017-05,lages,SC,delivered,11,8,838.6999999999999
2017-05,"lago da pedra",MA,delivered,1,1,119.99
2017-05,"lagoa dos patos",MG,delivered,1,1,59.9
2017-05,"lagoa formosa",MG,delivered,1,1,79.9
2017-05,"lagoa santa",MG,delivered,1,1,27.9
2017-05,"lagoa vermelha",RS,delivered,1,1,49.99
2017-05,laguna,SC,delivered,1,1,109.5
2017-05,lajeado,RS,delivered,1,1,49.99
2017-05,lambari,MG,delivered,1,1,159.9
2017-05,"laranjal paulista",SP,delivered,2,2,238.99
2017-05,"lauro de freitas",BA,delivered,1,1,38.9
2017-05,"lauro muller",SC,delivered,1,1,42.99
2017-05,lavras,MG,delivered,2,2,375
2017-05,lavras,MG,shipped,1,1,55
2017-05,leme,SP,delivered,2,2,155.89
2017-05,"lencois paulista",SP,delivered,1,1,349.9
2017-05,leopoldina,MG,delivered,3,2,331
2017-05,liberdade,MG,delivered,1,1,26.33
2017-05,limeira,SP,delivered,4,4,313.6
2017-05,"limoeiro do norte",CE,delivered,2,1,107.8
2017-05,linhares,ES,canceled,2,1,286.3
2017-05,linhares,ES,delivered,6,5,777.1999999999999
2017-05,lins,SP,delivered,1,1,164
2017-05,londrina,PR,canceled,1,1,58.99
2017-05,londrina,PR,delivered,19,13,1932.8800000000006
2017-05,lorena,SP,canceled,1,1,314.99
2017-05,lorena,SP,delivered,3,3,184.89
2017-05,louveira,SP,delivered,1,1,19.5
2017-05,"lucas do rio verde",MT,delivered,2,1,204.8
2017-05,"luis eduardo magalhaes",BA,delivered,3,2,74.97
2017-05,"luiz alves",SC,delivered,1,1,35
2017-05,luiziania,SP,delivered,1,1,97.9
2017-05,luziania,GO,delivered,2,2,289.89
2017-05,macae,RJ,delivered,6,6,749.77
2017-05,macapa,AP,delivered,2,2,719.89
2017-05,macapa,AP,processing,1,1,99.49
2017-05,maceio,AL,delivered,10,10,2545.53
2017-05,maceio,AL,processing,1,1,73.99
2017-05,machado,MG,delivered,1,1,44.9
2017-05,mage,RJ,delivered,7,5,536.8399999999999
2017-05,mairinque,SP,delivered,2,2,129.89
2017-05,mairipora,SP,delivered,3,3,537.9
2017-05,manaus,AM,delivered,8,8,1016.77
2017-05,manaus,AM,shipped,1,1,56
2017-05,manaus,AM,unavailable,1,1,0
2017-05,mandaguacu,PR,delivered,1,1,2799
2017-05,mandaguari,PR,delivered,1,1,169.99
2017-05,manhuacu,MG,delivered,1,1,225
2017-05,maracaju,MS,delivered,1,1,129.99
2017-05,maragogi,AL,delivered,1,1,134.9
2017-05,marau,RS,delivered,2,2,179.89
2017-05,marco,CE,delivered,1,1,124.8
2017-05,"marechal candido rondon",PR,delivered,1,1,119
2017-05,"marechal deodoro",AL,delivered,1,1,349.9
2017-05,mariana,MG,delivered,3,3,104.88
2017-05,marica,RJ,delivered,5,4,440.78999999999996
2017-05,marilia,SP,delivered,6,6,6723.97
2017-05,maringa,PR,delivered,23,19,2806.74
2017-05,marituba,PA,delivered,1,1,249.9
2017-05,marmeleiro,PR,delivered,2,1,95.8
2017-05,mata,RS,delivered,1,1,399.85
2017-05,"mata de sao joao",BA,delivered,2,1,65.98
2017-05,"mata grande",AL,delivered,1,1,89.99
2017-05,matao,SP,delivered,2,2,247.3
2017-05,matozinhos,MG,delivered,1,1,19.9
2017-05,"matriz de camaragibe",AL,delivered,1,1,64
2017-05,maua,SP,delivered,6,5,1766.4900000000002
2017-05,"maua da serra",PR,delivered,1,1,59.99
2017-05,medina,MG,delivered,2,1,54.9
2017-05,mendes,RJ,delivered,1,1,64.9
2017-05,mendonca,SP,delivered,1,1,64.9
2017-05,mesquita,RJ,delivered,4,4,359.89
2017-05,"messias targino",RN,delivered,1,1,59.9
2017-05,miguelopolis,SP,delivered,2,2,356.9
2017-05,"mimoso do sul",ES,delivered,2,2,49.89
2017-05,minacu,GO,delivered,1,1,399.99
2017-05,mineiros,GO,delivered,1,1,126
2017-05,miracema,RJ,delivered,1,1,64.9
2017-05,mirai,MG,delivered,2,2,158.9
2017-05,mirai,MG,processing,1,1,39
2017-05,mirandiba,PE,delivered,1,1,39
2017-05,mirandopolis,SP,delivered,1,1,24.9
2017-05,mirassol,SP,delivered,1,1,24.9
2017-05,mococa,SP,delivered,1,1,24.9
2017-05,"mogi das cruzes",SP,delivered,11,11,3215.5800000000004
2017-05,"mogi mirim",SP,delivered,3,3,221.89000000000001
2017-05,mogi-guacu,SP,delivered,5,4,621.85
2017-05,mogi-mirim,SP,delivered,1,1,49.9
2017-05,mongagua,SP,delivered,1,1,259.9
2017-05,"monte alegre de sergipe",SE,delivered,1,1,80
2017-05,montenegro,RS,delivered,2,2,858.9
2017-05,"montes claros",MG,delivered,8,7,889.77
2017-05,"morada nova",CE,delivered,1,1,59.99
2017-05,moreilandia,PE,delivered,1,1,101
2017-05,"moreira sales",PR,delivered,1,1,139.9
2017-05,morrinhos,GO,delivered,3,2,315.9
2017-05,"morro agudo",SP,delivered,1,1,220
2017-05,"morro do chapeu",BA,delivered,1,1,20.7
2017-05,mossoro,RN,delivered,2,2,366.89
2017-05,"muniz freire",ES,delivered,1,1,98.9
2017-05,muqui,ES,delivered,1,1,160
2017-05,muriae,MG,delivered,3,3,252.45000000000002
2017-05,natal,RN,delivered,7,6,2314.76
2017-05,natividade,RJ,delivered,1,1,270
2017-05,navegantes,SC,delivered,1,1,52
2017-05,nilopolis,RJ,delivered,4,4,276.58000000000004
2017-05,niteroi,RJ,delivered,29,24,3266.3000000000006
2017-05,niteroi,RJ,shipped,4,3,229.89000000000001
2017-05,"nossa senhora de lourdes",SE,delivered,1,1,79.99
2017-05,"nova america",GO,delivered,1,1,51
2017-05,"nova araca",RS,delivered,1,1,119.99
2017-05,"nova bandeirantes",MT,delivered,1,1,104.99
2017-05,"nova bassano",RS,delivered,1,1,30
2017-05,"nova europa",SP,delivered,1,1,120
2017-05,"nova friburgo",RJ,delivered,5,5,1198.6
2017-05,"nova granada",SP,delivered,2,2,152.97
2017-05,"nova iguacu",RJ,delivered,14,12,2062.9700000000003
2017-05,"nova iguacu",RJ,shipped,1,1,379.99
2017-05,"nova lima",MG,delivered,1,1,89
2017-05,"nova lima",MG,shipped,1,1,17
2017-05,"nova mutum",MT,delivered,1,1,69.99
2017-05,"nova odessa",SP,delivered,3,3,306.8
2017-05,"nova petropolis",RS,delivered,2,1,56
2017-05,"nova ponte",MG,delivered,1,1,89.9
2017-05,"nova santa rita",RS,delivered,1,1,124.99
2017-05,"nova serrana",MG,delivered,1,1,149
2017-05,"nova soure",BA,delivered,1,1,66.9
2017-05,"nova venecia",ES,delivered,5,5,456.79999999999995
2017-05,novais,SP,delivered,1,1,99.9
2017-05,"novo gama",GO,delivered,1,1,52.3
2017-05,"novo hamburgo",RS,delivered,4,4,1042.44
2017-05,"novo horizonte",SP,delivered,2,2,118.08000000000001
